asset_id,risk_score,predicted_label,true_label,technique_id
asset_0176,0.0033104508114677,0,0,T1486
asset_0177,0.0033104508115205,0,0,T1486
asset_0178,0.9042692805633136,1,1,T1486
asset_0179,0.003310450811489,0,0,T1486
asset_0180,0.9042692805633136,1,0,T1486
asset_0181,0.9042692805633136,1,0,T1486
asset_0182,0.0041206952685782,0,0,T1486
asset_0183,0.9042692805633136,1,1,T1486
asset_0184,0.9042692805633136,1,1,T1486
asset_0185,0.9042692805633136,1,0,T1486
asset_0186,0.0033104508115318,0,0,T1486
asset_0187,0.0033104508114935,0,0,T1486
asset_0188,0.0033104508115333,0,0,T1486
asset_0189,0.0033104508115333,0,0,T1486
asset_0190,0.0033104508115333,0,0,T1486
asset_0191,0.0033104508115333,0,0,T1486
asset_0192,0.0033104508115309,0,0,T1486
asset_0193,0.9042692805633136,1,1,T1486
asset_0194,0.9042692805633136,1,1,T1486
asset_0195,0.0033104508115333,0,0,T1486
asset_0196,0.0033104508115333,0,0,T1486
asset_0197,0.0033104508115333,0,0,T1486
asset_0198,0.0033104508114895,0,0,T1486
asset_0199,0.0033104508115333,0,0,T1486
asset_0200,0.9042692805633136,1,1,T1486
asset_0201,0.9042692805633136,1,1,T1486
asset_0202,0.0033104508115221,0,0,T1486
asset_0203,0.9042692805633136,1,1,T1486
asset_0204,0.9042692805633136,1,1,T1486
asset_0205,0.9042692805633136,1,1,T1486
asset_0206,0.0033104508115333,0,0,T1486
asset_0207,0.0033104508115333,0,0,T1486
asset_0208,0.9042692805633136,1,0,T1486
asset_0209,0.0033104508115333,0,0,T1486
asset_0210,0.9042692805633136,1,1,T1486
asset_0211,0.9042692805633136,1,0,T1486
asset_0212,0.0033104508115294,0,0,T1486
asset_0213,0.9042692805633136,1,1,T1486
asset_0214,0.0033104508116689,0,0,T1486
asset_0215,0.0033104508115333,0,0,T1486
asset_0216,0.9042692805633136,1,0,T1486
asset_0217,0.0033104508115333,0,0,T1486
asset_0218,0.0033104508115097,0,0,T1486
asset_0219,0.0033104508115333,0,0,T1486
asset_0220,0.0033104469826889,0,0,T1486
asset_0221,0.9042692805633136,1,0,T1486
asset_0222,0.0033104508115333,0,0,T1486
asset_0223,0.9042692805633136,1,1,T1486
asset_0224,0.0033104508115333,0,0,T1486
asset_0225,0.9042692805633136,1,1,T1486
asset_0226,0.0033104508115333,0,0,T1486
asset_0227,0.0033104508115037,0,0,T1486
asset_0228,0.0033104508115333,0,0,T1486
asset_0229,0.9042692805633136,1,0,T1486
asset_0230,0.0033104508115333,0,0,T1486
asset_0231,0.9042692805633136,1,1,T1486
asset_0232,0.0033104508115333,0,0,T1486
asset_0233,0.0033104508115333,0,0,T1486
asset_0234,0.0033104508118171,0,0,T1486
asset_0235,0.0033104508115868,0,0,T1486
asset_0236,0.9042692805633136,1,1,T1486
asset_0237,0.9042692805633136,1,0,T1486
asset_0238,0.9042692805633136,1,1,T1486
asset_0239,0.0033104508115284,0,0,T1486
asset_0240,0.0033104508115333,0,0,T1486
asset_0241,0.9042692805633136,1,1,T1486
asset_0242,0.0033104508115333,0,0,T1486
asset_0243,0.9042692805633136,1,1,T1486
asset_0244,0.0033104508115223,0,0,T1486
asset_0245,0.0033104508115294,0,0,T1486
asset_0246,0.0033104508115333,0,0,T1486
asset_0247,0.9042692805633136,1,0,T1486
asset_0248,0.0033104508115333,0,0,T1055
asset_0249,0.9042692805633136,1,1,T1486
asset_0250,0.0033104508115333,0,0,T1486
asset_0251,0.9042692805633136,1,0,T1486
asset_0252,0.0033104508115758,0,0,T1486
asset_0253,0.0033104508115333,0,0,T1486
asset_0254,0.9042692805633136,1,0,T1486
asset_0255,0.9042692805633136,1,1,T1486
asset_0256,0.0033104508115333,0,0,T1486
asset_0257,0.0033104508114895,0,0,T1486
asset_0258,0.0033104508115205,0,0,T1486
asset_0259,0.9042692805633136,1,0,T1486
asset_0260,0.0033104508115869,0,0,T1486
asset_0261,0.9042692805633136,1,0,T1486
asset_0262,0.0033454371183524,0,0,T1486
asset_0263,0.9042692805633136,1,0,T1486
asset_0264,0.9042692805633136,1,1,T1486
asset_0265,0.9042692805633136,1,0,T1486
asset_0266,0.0033104508115333,0,0,T1055
asset_0267,0.9042692805633136,1,0,T1486
asset_0268,0.003310450811521,0,0,T1486
asset_0269,0.9042692805633136,1,1,T1486
asset_0270,0.9042692805633136,1,1,T1486
asset_0271,0.0033104508115309,0,0,T1486
asset_0272,0.0033104508135067,0,0,T1486
asset_0273,0.0033104508115333,0,0,T1486
asset_0274,0.0033104508115309,0,0,T1486
asset_0275,0.0033104508115333,0,0,T1486
asset_0276,0.0033104508115333,0,0,T1486
asset_0277,0.9042692805633136,1,1,T1486
asset_0278,0.0033104508114618,0,0,T1486
asset_0279,0.0033104508115333,0,0,T1486
asset_0280,0.9042692805633136,1,0,T1486
asset_0281,0.9042692805633136,1,0,T1486
asset_0282,0.9042692805633136,1,1,T1486
asset_0283,0.0033104508115333,0,0,T1486
asset_0284,0.003310450811489,0,0,T1486
asset_0285,0.0033104508115333,0,0,T1486
asset_0286,0.0033104508115333,0,0,T1486
asset_0287,0.0033104508115333,0,0,T1486
asset_0288,0.0033104490923377,0,0,T1486
asset_0289,0.9042692805633136,1,0,T1486
asset_0290,0.9042692805633136,1,0,T1486
asset_0291,0.9042692805633136,1,1,T1486
asset_0292,0.0033104508115225,0,0,T1486
asset_0293,0.9042692805633136,1,0,T1486
asset_0294,0.0033104508115318,0,0,T1486
asset_0295,0.0033104508115333,0,0,T1486
asset_0296,0.0033104508115201,0,0,T1486
asset_0297,0.0034876736340132,0,0,T1486
asset_0298,0.0033104508115225,0,0,T1486
asset_0299,0.9042692805633136,1,0,T1486
asset_0300,0.0033104508114623,0,0,T1486
asset_0301,0.003310450811466,0,0,T1486
asset_0302,0.9042692805633136,1,1,T1486
asset_0303,0.9042692805633136,1,0,T1486
asset_0304,0.9042692805633136,1,0,T1486
asset_0305,0.9042692805633136,1,0,T1486
asset_0306,0.9042692805633136,1,1,T1486
asset_0307,0.0033104508115333,0,0,T1486
asset_0308,0.9042692805633136,1,0,T1486
asset_0309,0.9042692805633136,1,1,T1486
asset_0310,0.9042692805633136,1,0,T1486
asset_0311,0.0033104508115201,0,0,T1486
asset_0312,0.9042692805633136,1,1,T1486
asset_0313,0.0033104508115333,0,0,T1486
asset_0314,0.9042692805633136,1,1,T1486
asset_0315,0.9042692805633136,1,0,T1486
asset_0316,0.9042692805633136,1,0,T1486
asset_0317,0.0033104508115225,0,0,T1486
asset_0318,0.9042692805633136,1,1,T1486
asset_0319,0.9042692805633136,1,0,T1486
asset_0320,0.9042692805633136,1,0,T1486
asset_0321,0.9042692805633136,1,1,T1486
asset_0322,0.9042692805633136,1,0,T1486
asset_0323,0.9042692805633136,1,1,T1486
asset_0324,0.0033104508115333,0,0,T1486
asset_0325,0.9042692805633136,1,0,T1486
asset_0326,0.0033104508115868,0,0,T1486
asset_0327,0.0033104508115205,0,0,T1486
asset_0328,0.0033104508115333,0,0,T1486
asset_0329,0.9042692805633136,1,0,T1486
asset_0330,0.0033104508115333,0,0,T1486
asset_0331,0.9042692805633136,1,1,T1486
asset_0332,0.0033104508115225,0,0,T1486
asset_0333,0.9042692805633136,1,0,T1486
asset_0334,0.0033104508115309,0,0,T1486
asset_0335,0.0033104508115333,0,0,T1486
asset_0336,0.9042692805633136,1,0,T1486
asset_0337,0.9042692805633136,1,1,T1486
asset_0338,0.0033104508115333,0,0,T1486
asset_0339,0.0033104508114616,0,0,T1486
asset_0340,0.9042692805633136,1,0,T1486
asset_0341,0.0033104508114616,0,0,T1486
asset_0342,0.0033104508115333,0,0,T1486
asset_0343,0.9042692805633136,1,1,T1486
asset_0344,0.9042692805633136,1,1,T1486
asset_0345,0.9042692805633136,1,1,T1486
asset_0346,0.003310450811521,0,0,T1486
asset_0347,0.0033104508115146,0,0,T1486
asset_0348,0.0033104508115333,0,0,T1486
asset_0349,0.0033104508115333,0,0,T1486
asset_0350,0.9042692805633136,1,0,T1486
asset_0351,0.0033104508115309,0,0,T1486
asset_0352,0.0033104508115333,0,0,T1486
asset_0353,0.9042692805633136,1,1,T1486
asset_0354,0.9042692805633136,1,1,T1486
asset_0355,0.9042692805633136,1,1,T1486
asset_0356,0.9042692805633136,1,0,T1486
asset_0357,0.9042692805633136,1,1,T1486
asset_0358,0.0033104508117222,0,0,T1486
asset_0359,0.0033104508115333,0,0,T1486
asset_0360,0.9042692805633136,1,1,T1486
asset_0361,0.9042692805633136,1,0,T1486
asset_0362,0.9042692805633136,1,0,T1486
asset_0363,0.0033104508115333,0,0,T1486
asset_0364,0.9042692805633136,1,0,T1486
asset_0365,0.0033104508115843,0,0,T1486
asset_0366,0.9042692805633136,1,0,T1486
asset_0367,0.003310450811489,0,0,T1486
asset_0368,0.0033104508115309,0,0,T1486
asset_0369,0.9042692805633136,1,0,T1486
asset_0370,0.0033104508115333,0,0,T1486
asset_0371,0.9042692805633136,1,0,T1486
asset_0372,0.0033104508115333,0,0,T1486
asset_0373,0.9042692805633136,1,0,T1486
asset_0374,0.9042692805633136,1,0,T1486
asset_0375,0.9042692805633136,1,1,T1486
asset_0376,0.003310450811466,0,0,T1486
asset_0377,0.0033104508115333,0,0,T1486
asset_0378,0.0033104508115333,0,0,T1486
asset_0379,0.0033104508115248,0,0,T1486
asset_0380,0.0033104508115333,0,0,T1486
asset_0381,0.9042692805633136,1,1,T1486
asset_0382,0.9042692805633136,1,0,T1486
asset_0383,0.0033104508115869,0,0,T1486
asset_0384,0.9042692805633136,1,1,T1486
asset_0385,0.9042692805633136,1,1,T1486
asset_0386,0.9042692805633136,1,0,T1486
asset_0387,0.0033104508115333,0,0,T1486
asset_0388,0.9042692805633136,1,0,T1486
asset_0389,0.9042692805633136,1,1,T1486
asset_0390,0.9042692805633136,1,1,T1486
asset_0391,0.0033104508115318,0,0,T1486
asset_0392,0.9042692805633136,1,1,T1486
asset_0393,0.0033104508115333,0,0,T1486
asset_0394,0.9042692805633136,1,0,T1486
asset_0395,0.9042692805633136,1,1,T1486
asset_0396,0.0033104508115333,0,0,T1486
asset_0397,0.0033104508115333,0,0,T1486
asset_0398,0.9042692805633136,1,1,T1486
asset_0399,0.0033104508115205,0,0,T1486
asset_0400,0.0033104508115333,0,0,T1486
asset_0401,0.0033104508115309,0,0,T1486
asset_0402,0.9042692805633136,1,1,T1486
asset_0403,0.0038345488388173,0,0,T1486
asset_0404,0.0033104508115099,0,0,T1486
asset_0405,0.9042692805633136,1,0,T1486
asset_0406,0.9042692805633136,1,1,T1486
asset_0407,0.0033104482481914,0,0,T1486
asset_0408,0.9042692805633136,1,1,T1486
asset_0409,0.0033104508115333,0,0,T1486
asset_0410,0.0033104508115333,0,0,T1486
asset_0411,0.0033104508115309,0,0,T1486
asset_0412,0.9042692805633136,1,1,T1486
asset_0413,0.0033104508115333,0,0,T1486
asset_0414,0.0033104508115333,0,0,T1486
asset_0415,0.9042692805633136,1,0,T1486
asset_0416,0.0033104508115868,0,0,T1486
asset_0417,0.9042692805633136,1,1,T1486
asset_0418,0.0033104508115333,0,0,T1486
asset_0419,0.9042692805633136,1,1,T1486
asset_0420,0.9042692805633136,1,1,T1486
asset_0421,0.9042692805633136,1,1,T1486
asset_0422,0.9042692805633136,1,1,T1486
asset_0423,0.0033104508115868,0,0,T1486
asset_0424,0.003310450811489,0,0,T1486
asset_0425,0.9042692805633136,1,1,T1486
asset_0426,0.0033104508115333,0,0,T1486
asset_0427,0.003310450811489,0,0,T1486
asset_0428,0.9042692805633136,1,1,T1486
asset_0429,0.0033104508115843,0,0,T1486
asset_0430,0.9042692805633136,1,1,T1486
asset_0431,0.9042692805633136,1,1,T1486
asset_0432,0.0033104508115333,0,0,T1486
asset_0433,0.9042692805633136,1,0,T1486
asset_0434,0.9042692805633136,1,1,T1486
asset_0435,0.0033104508115333,0,0,T1486
asset_0436,0.9042692805633136,1,0,T1486
asset_0437,0.0033104508115843,0,0,T1486
asset_0438,0.9042692805633136,1,1,T1486
asset_0439,0.9042692805633136,1,1,T1486
asset_0440,0.0033104508115205,0,0,T1486
asset_0441,0.9042692805633136,1,0,T1486
asset_0442,0.9042692805633136,1,0,T1486
asset_0443,0.9042692805633136,1,1,T1486
asset_0444,0.9042692805633136,1,1,T1486
asset_0445,0.9042692805633136,1,1,T1486
asset_0446,0.9042692805633136,1,0,T1486
asset_0447,0.9042692805633136,1,1,T1486
asset_0448,0.0033104508115309,0,0,T1486
asset_0449,0.9042692805633136,1,0,T1486
asset_0450,0.0033104508115333,0,0,T1486
asset_0451,0.0033104508115333,0,0,T1486
asset_0452,0.00331045081212,0,0,T1486
asset_0453,0.9042692805633136,1,0,T1486
asset_0454,0.9042692805633136,1,0,T1486
asset_0455,0.9042692805633136,1,1,T1486
asset_0456,0.0033104508115868,0,0,T1486
asset_0457,0.9042692805633136,1,0,T1486
asset_0458,0.9042692805633136,1,0,T1486
asset_0459,0.9042692805633136,1,1,T1486
asset_0460,0.9042692805633136,1,1,T1486
asset_0461,0.0033104508115333,0,0,T1486
asset_0462,0.9042692805633136,1,1,T1486
asset_0463,0.9042692805633136,1,0,T1486
asset_0464,0.0033104508115333,0,0,T1486
asset_0465,0.0033104508115333,0,0,T1055
asset_0466,0.0033104508115869,0,0,T1486
asset_0467,0.9042692805633136,1,0,T1486
asset_0468,0.0033104508115333,0,0,T1486
asset_0469,0.0033104508115333,0,0,T1486
asset_0470,0.0033104508115333,0,0,T1486
asset_0471,0.0033104508115333,0,0,T1486
asset_0472,0.0033104508115309,0,0,T1486
asset_0473,0.9042692805633136,1,0,T1486
asset_0474,0.0033104508115333,0,0,T1486
asset_0475,0.9042692805633136,1,1,T1486
asset_0476,0.0033104508115333,0,0,T1486
asset_0477,0.9042692805633136,1,1,T1486
asset_0478,0.0033104508115333,0,0,T1486
asset_0479,0.0033104508115333,0,0,T1486
asset_0480,0.0033104508114616,0,0,T1486
asset_0481,0.0033104508115333,0,0,T1486
asset_0482,0.9042692805633136,1,0,T1486
asset_0483,0.0033104508114664,0,0,T1486
asset_0484,0.0033104508115333,0,0,T1486
asset_0485,0.9042692805633136,1,1,T1486
asset_0486,0.9042692805633136,1,1,T1486
asset_0487,0.9042692805633136,1,0,T1486
asset_0488,0.0033104508115333,0,0,T1486
asset_0489,0.9042692805633136,1,1,T1486
asset_0490,0.0033104508115333,0,0,T1486
asset_0491,0.0033104508115333,0,0,T1486
asset_0492,0.9042692805633136,1,0,T1486
asset_0493,0.003310450811489,0,0,T1486
asset_0494,0.9042692805633136,1,1,T1486
asset_0495,0.9042692805633136,1,0,T1486
asset_0496,0.9042692805633136,1,1,T1486
asset_0497,0.9042692805633136,1,1,T1486
asset_0498,0.0033104508115333,0,0,T1486
asset_0499,0.0033104508115333,0,0,T1486
asset_0500,0.9042692805633136,1,0,T1486
asset_0501,0.9042692805633136,1,1,T1486
asset_0502,0.9042692805633136,1,0,T1486
asset_0503,0.9042692805633136,1,1,T1486
asset_0504,0.0033104508115333,0,0,T1486
asset_0505,0.0033104508114623,0,0,T1486
asset_0506,0.9042692805633136,1,1,T1486
asset_0507,0.0033104508115333,0,0,T1486
asset_0508,0.9042692805633136,1,0,T1486
asset_0509,0.9042692805633136,1,1,T1486
asset_0510,0.9042692805633136,1,0,T1486
asset_0511,0.9042692805633136,1,1,T1486
asset_0512,0.9042692805633136,1,0,T1486
asset_0513,0.9042692805633136,1,0,T1486
asset_0514,0.9042692805633136,1,0,T1486
asset_0515,0.9042692805633136,1,1,T1486
asset_0516,0.9042692805633136,1,0,T1486
asset_0517,0.9042692805633136,1,0,T1486
asset_0518,0.0033454379976919,0,0,T1486
asset_0519,0.9042692805633136,1,1,T1486
asset_0520,0.0033104508115333,0,0,T1486
asset_0521,0.003310450811466,0,0,T1486
asset_0522,0.9042692805633136,1,1,T1486
asset_0523,0.9042692805633136,1,0,T1486
asset_0524,0.9042692805633136,1,1,T1486
asset_0525,0.0033104508114677,0,0,T1486
asset_0526,0.9042692805633136,1,1,T1486
asset_0527,0.0033104508115333,0,0,T1486
asset_0528,0.9042692805633136,1,0,T1486
asset_0529,0.9042692805633136,1,0,T1486
asset_0530,0.9042692805633136,1,1,T1486
asset_0531,0.0033104508115333,0,0,T1486
asset_0532,0.9042692805633136,1,0,T1486
asset_0533,0.0033104508115309,0,0,T1486
asset_0534,0.9042692805633136,1,1,T1486
asset_0535,0.9042692805633136,1,1,T1486
asset_0536,0.9042692805633136,1,0,T1486
asset_0537,0.9042692805633136,1,1,T1486
asset_0538,0.0033104508114895,0,0,T1486
asset_0539,0.0033104508115163,0,0,T1486
asset_0540,0.0033104508115333,0,0,T1486
asset_0541,0.0033104508115294,0,0,T1486
asset_0542,0.9042692805633136,1,0,T1486
asset_0543,0.0033104508115309,0,0,T1486
asset_0544,0.0033104508115333,0,0,T1486
asset_0545,0.9042692805633136,1,1,T1486
asset_0546,0.0033104508115333,0,0,T1486
asset_0547,0.9042692805633136,1,0,T1486
asset_0548,0.0033104508115333,0,0,T1486
asset_0549,0.0033104508115055,0,0,T1486
asset_0550,0.9042692805633136,1,0,T1486
asset_0551,0.0033104508115333,0,0,T1486
asset_0552,0.9042692805633136,1,0,T1486
asset_0553,0.0033104508115333,0,0,T1486
asset_0554,0.9042692805633136,1,1,T1486
asset_0555,0.9042692805633136,1,1,T1486
asset_0556,0.0033104508115333,0,0,T1486
asset_0557,0.0033104508115309,0,0,T1486
asset_0558,0.9042692805633136,1,1,T1486
asset_0559,0.9042692805633136,1,0,T1486
asset_0560,0.0033104508115333,0,0,T1486
asset_0561,0.0033104508115293,0,0,T1486
asset_0562,0.9042692805633136,1,1,T1486
asset_0563,0.9042692805633136,1,1,T1486
asset_0564,0.0033104508114785,0,0,T1486
asset_0565,0.0033104508115061,0,0,T1486
asset_0566,0.9042692805633136,1,1,T1486
asset_0567,0.9042692805633136,1,1,T1486
asset_0568,0.9042692805633136,1,0,T1486
asset_0569,0.0033104508115333,0,0,T1486
asset_0570,0.0033104508115333,0,0,T1486
asset_0571,0.9042692805633136,1,1,T1486
asset_0572,0.9042692805633136,1,0,T1486
asset_0573,0.0033104508119878,0,0,T1486
asset_0574,0.003310450811489,0,0,T1486
asset_0575,0.0033104508115333,0,0,T1486
asset_0576,0.0033104508115333,0,0,T1486
asset_0577,0.0033104508115333,0,0,T1486
asset_0578,0.0033104508115309,0,0,T1486
asset_0579,0.0033104508120334,0,0,T1486
asset_0580,0.0033104508115333,0,0,T1486
asset_0581,0.0033104389333239,0,0,T1486
asset_0582,0.9042692805633136,1,0,T1486
asset_0583,0.9042692805633136,1,0,T1486
asset_0584,0.003310445788183,0,0,T1486
asset_0585,0.9042692805633136,1,0,T1486
asset_0586,0.9042692805633136,1,1,T1486
asset_0587,0.9042692805633136,1,1,T1486
asset_0588,0.9042692805633136,1,0,T1486
asset_0589,0.0033104508115333,0,0,T1486
asset_0590,0.0033104508115333,0,0,T1486
asset_0591,0.9042692805633136,1,0,T1486
asset_0592,0.9042692805633136,1,1,T1486
asset_0593,0.9042692805633136,1,0,T1486
asset_0594,0.0033104508115333,0,0,T1486
asset_0595,0.9042692805633136,1,0,T1486
asset_0596,0.0033104508115333,0,0,T1486
asset_0597,0.0033104508115784,0,0,T1486
asset_0598,0.9042692805633136,1,0,T1486
asset_0599,0.9042692805633136,1,1,T1486
asset_0600,0.0033104490932545,0,0,T1486
asset_0601,0.0033104508114677,0,0,T1486
asset_0602,0.9042692805633136,1,1,T1486
asset_0603,0.9042692805633136,1,0,T1486
asset_0604,0.0033104508115333,0,0,T1486
asset_0605,0.0033104508115333,0,0,T1486
asset_0606,0.0033104508115333,0,0,T1486
