asset_id,risk_score,predicted_label,true_label
asset_0228,0.1824,0,0
asset_0229,0.7436,1,1
asset_0230,0.9896,1,1
asset_0231,0.6381,1,1
asset_0232,0.886,1,1
asset_0233,0.7669,1,1
asset_0234,0.2516,0,0
asset_0235,0.7855,1,1
asset_0236,0.9205,1,1
asset_0237,0.8437,1,1
asset_0238,0.7383,1,1
asset_0239,0.2148,0,0
asset_0240,0.2315,0,0
asset_0241,0.2664,0,0
asset_0242,0.6316,1,1
asset_0243,0.3259,0,0
asset_0244,0.9134,1,1
asset_0245,0.5219,1,1
asset_0246,0.8643,1,1
asset_0247,0.308,0,0
asset_0248,0.4148,0,0
asset_0249,0.0461,0,0
asset_0250,0.9241,1,1
asset_0251,0.6197,1,1
asset_0252,0.8967,1,1
asset_0253,0.8548,1,1
asset_0254,0.1752,0,0
asset_0255,0.8696,1,1
asset_0256,0.9593,1,1
asset_0257,0.8529,1,1
asset_0258,0.6334,1,1
asset_0259,0.2498,0,0
asset_0260,0.9385,1,1
asset_0261,0.9428,1,1
asset_0262,0.1824,0,0
asset_0263,0.7656,1,1
asset_0264,0.7093,1,1
asset_0265,0.0154,0,0
asset_0266,0.723,1,1
asset_0267,0.6849,1,1
asset_0268,0.6993,1,1
asset_0269,0.9382,1,1
asset_0270,0.8029,1,1
asset_0271,0.3231,0,0
asset_0272,0.6942,1,1
asset_0273,0.7698,1,1
asset_0274,0.1604,0,0
asset_0275,0.8052,1,1
asset_0276,0.084,0,0
asset_0277,0.9464,1,1
asset_0278,0.891,1,1
asset_0279,0.3208,0,0
asset_0280,0.6366,1,1
asset_0281,0.7579,1,1
asset_0282,0.9344,1,1
asset_0283,0.6274,1,1
asset_0284,0.8915,1,1
asset_0285,0.1388,0,0
asset_0286,0.0468,0,0
asset_0287,0.2703,0,0
asset_0288,0.6211,1,1
asset_0289,0.7889,1,1
asset_0290,0.9527,1,1
asset_0291,0.8778,1,1
asset_0292,0.879,1,1
asset_0293,0.8584,1,1
asset_0294,0.051,0,0
asset_0295,0.8273,1,1
asset_0296,0.7613,1,1
asset_0297,0.717,1,1
asset_0298,0.6173,1,1
asset_0299,0.985,1,1
asset_0300,0.9486,1,1
asset_0301,0.1613,0,0
asset_0302,0.7498,1,1
asset_0303,0.8485,1,1
asset_0304,0.8364,1,1
asset_0305,0.8626,1,1
asset_0306,0.9041,1,1
asset_0307,0.9731,1,1
asset_0308,0.8308,1,1
asset_0309,0.7511,1,1
asset_0310,0.9538,1,1
asset_0311,0.6678,1,1
asset_0312,0.2966,0,0
asset_0313,0.9487,1,1
asset_0314,0.202,0,0
asset_0315,0.9454,1,1
asset_0316,0.6955,1,1
asset_0317,0.9342,1,1
asset_0318,0.9761,1,1
asset_0319,0.7989,1,1
asset_0320,0.6203,1,1
asset_0321,0.6706,1,1
asset_0322,0.0771,0,0
asset_0323,0.777,1,1
asset_0324,0.773,1,1
asset_0325,0.8637,1,1
asset_0326,0.8345,1,1
asset_0327,0.0845,0,0
asset_0328,0.729,1,1
asset_0329,0.1927,0,0
asset_0330,0.3937,0,0
asset_0331,0.7189,1,1
asset_0332,0.8061,1,1
asset_0333,0.1253,0,0
asset_0334,0.931,1,1
asset_0335,0.5079,1,1
asset_0336,0.9296,1,1
asset_0337,0.8717,1,1
asset_0338,0.85,1,1
asset_0339,0.4066,0,0
asset_0340,0.7141,1,1
asset_0341,0.1889,0,0
asset_0342,0.6712,1,1
asset_0343,0.8609,1,1
asset_0344,0.5724,1,1
asset_0345,0.6152,1,1
asset_0346,0.9047,1,1
asset_0347,0.6777,1,1
asset_0348,0.3084,0,0
asset_0349,0.929,1,1
asset_0350,0.0814,0,0
asset_0351,0.7322,1,1
asset_0352,0.8681,1,1
asset_0353,0.6156,1,0
asset_0354,0.7815,1,1
asset_0355,0.914,1,1
asset_0356,0.1582,0,0
asset_0357,0.603,1,1
asset_0358,0.1111,0,0
asset_0359,0.8994,1,1
asset_0360,0.6428,1,1
asset_0361,0.1342,0,0
asset_0362,0.871,1,1
asset_0363,0.9627,1,1
asset_0364,0.8115,1,1
asset_0365,0.05,0,0
asset_0366,0.7488,1,1
asset_0367,0.8593,1,1
asset_0368,0.6338,1,1
asset_0369,0.8707,1,1
asset_0370,0.9069,1,1
asset_0371,0.0,0,0
asset_0372,0.9242,1,1
asset_0373,0.9835,1,1
asset_0374,0.0824,0,0
asset_0375,0.2948,0,0
asset_0376,0.9526,1,1
asset_0377,0.0539,0,0
asset_0378,0.2774,0,0
asset_0379,0.6212,1,1
asset_0380,0.8064,1,1
asset_0381,0.8249,1,1
asset_0382,0.632,1,1
asset_0383,0.7357,1,1
asset_0384,0.2229,0,0
asset_0385,0.8357,1,1
asset_0386,0.2274,0,0
asset_0387,0.7584,1,1
asset_0388,0.785,1,1
asset_0389,0.9066,1,1
asset_0390,0.4349,0,0
asset_0391,0.6078,1,1
asset_0392,1.0,1,1
asset_0393,0.9842,1,1
asset_0394,0.9226,1,1
asset_0395,0.8401,1,1
asset_0396,0.8274,1,1
asset_0397,0.8009,1,1
asset_0398,1.0,1,1
asset_0399,0.6245,1,1
asset_0400,0.1071,0,0
asset_0401,0.8881,1,1
asset_0402,0.0385,0,0
asset_0403,0.7684,1,1
asset_0404,0.2737,0,0
asset_0405,0.6331,1,1
asset_0406,0.7279,1,1
asset_0407,0.2397,0,0
asset_0408,0.6278,1,1
asset_0409,0.4668,0,1
asset_0410,0.8186,1,1
asset_0411,0.9353,1,1
asset_0412,0.9776,1,1
asset_0413,0.7874,1,1
asset_0414,0.9521,1,1
asset_0415,0.0975,0,0
asset_0416,0.8972,1,1
asset_0417,0.7076,1,1
asset_0418,0.2497,0,0
asset_0419,0.3358,0,0
asset_0420,0.0754,0,0
asset_0421,0.6616,1,1
asset_0422,0.2333,0,0
asset_0423,0.542,1,1
asset_0424,0.8197,1,1
asset_0425,0.0933,0,0
asset_0426,1.0,1,1
asset_0427,0.7877,1,1
asset_0428,0.8986,1,1
asset_0429,0.6096,1,1
asset_0430,0.9672,1,1
asset_0431,0.9746,1,1
asset_0432,0.9194,1,1
asset_0433,0.7122,1,1
asset_0434,0.8943,1,1
asset_0435,0.357,0,0
asset_0436,0.2071,0,0
asset_0437,0.2208,0,0
asset_0438,0.5248,1,1
asset_0439,0.8943,1,1
asset_0440,0.6586,1,1
asset_0441,0.8682,1,1
asset_0442,0.7438,1,1
asset_0443,0.2972,0,0
asset_0444,0.8115,1,1
asset_0445,0.5605,1,1
asset_0446,0.6758,1,1
asset_0447,0.8995,1,1
asset_0448,0.6008,1,1
asset_0449,0.3939,0,0
asset_0450,0.8165,1,1
asset_0451,0.9186,1,1
asset_0452,0.1429,0,0
asset_0453,0.238,0,0
asset_0454,0.9579,1,1
asset_0455,0.7094,1,1
asset_0456,0.79,1,1
asset_0457,0.3744,0,1
asset_0458,0.4711,0,0
asset_0459,1.0,1,1
asset_0460,0.9177,1,1
asset_0461,0.985,1,1
asset_0462,0.7672,1,1
asset_0463,0.1552,0,0
asset_0464,0.1145,0,0
asset_0465,0.6794,1,1
asset_0466,0.2388,0,0
asset_0467,0.9668,1,1
asset_0468,0.7638,1,1
asset_0469,0.8089,1,1
asset_0470,0.8676,1,1
asset_0471,0.7134,1,1
asset_0472,0.5405,1,1
asset_0473,0.8681,1,1
asset_0474,0.8154,1,1
asset_0475,0.9249,1,1
asset_0476,0.6636,1,1
asset_0477,0.7814,1,1
asset_0478,0.6504,1,1
asset_0479,0.0474,0,0
asset_0480,0.1451,0,0
asset_0481,0.9062,1,1
asset_0482,0.1496,0,0
asset_0483,0.0527,0,0
asset_0484,0.3192,0,0
asset_0485,0.7795,1,1
asset_0486,0.9454,1,1
asset_0487,0.7382,1,1
asset_0488,0.7574,1,1
asset_0489,0.2363,0,0
asset_0490,0.3091,0,0
asset_0491,1.0,1,1
asset_0492,0.9967,1,1
asset_0493,0.9174,1,1
asset_0494,0.8691,1,1
asset_0495,0.497,0,0
asset_0496,0.3734,0,0
asset_0497,0.1086,0,0
asset_0498,0.7663,1,1
asset_0499,0.9174,1,1
asset_0500,0.8306,1,1
asset_0501,0.7741,1,1
asset_0502,0.8385,1,1
asset_0503,0.1728,0,0
asset_0504,0.1925,0,0
asset_0505,0.9524,1,1
asset_0506,0.9325,1,1
asset_0507,0.9819,1,1
asset_0508,0.6858,1,1
asset_0509,0.066,0,0
asset_0510,0.911,1,1
asset_0511,0.2563,0,0
asset_0512,0.7799,1,1
asset_0513,0.2904,0,0
asset_0514,0.9701,1,1
asset_0515,0.8517,1,1
asset_0516,0.2671,0,0
asset_0517,0.908,1,1
asset_0518,0.5089,1,1
asset_0519,0.7696,1,1
asset_0520,0.8942,1,1
asset_0521,0.0835,0,0
asset_0522,1.0,1,1
asset_0523,0.8057,1,1
asset_0524,0.3442,0,0
asset_0525,0.129,0,0
asset_0526,0.2168,0,0
asset_0527,0.762,1,1
asset_0528,0.8383,1,1
asset_0529,1.0,1,1
asset_0530,0.1231,0,0
asset_0531,0.6603,1,1
asset_0532,0.7304,1,1
asset_0533,0.2664,0,0
asset_0534,0.7872,1,1
asset_0535,0.6818,1,1
asset_0536,0.8871,1,1
asset_0537,0.6851,1,1
asset_0538,0.7844,1,1
asset_0539,0.8417,1,1
asset_0540,0.959,1,1
asset_0541,0.8577,1,1
asset_0542,0.7996,1,1
asset_0543,0.5199,1,1
asset_0544,0.9907,1,1
asset_0545,0.7281,1,1
asset_0546,0.7581,1,1
asset_0547,0.594,1,1
asset_0548,0.7931,1,1
asset_0549,0.7287,1,1
asset_0550,0.7776,1,1
asset_0551,0.8906,1,1
asset_0552,0.8299,1,1
asset_0553,0.8557,1,1
asset_0554,0.6681,1,1
asset_0555,0.2414,0,0
asset_0556,0.2754,0,0
asset_0557,0.9344,1,1
asset_0558,0.7543,1,1
asset_0559,1.0,1,1
asset_0560,0.7729,1,1
asset_0561,0.9705,1,1
asset_0562,0.0539,0,0
asset_0563,0.8622,1,1
asset_0564,0.7895,1,1
asset_0565,0.8023,1,1
asset_0566,0.9318,1,1
asset_0567,0.6825,1,1
asset_0568,0.0708,0,0
asset_0569,0.1673,0,0
asset_0570,0.2554,0,0
asset_0571,0.9717,1,1
asset_0572,0.8235,1,1
asset_0573,0.0616,0,0
asset_0574,0.8213,1,1
asset_0575,0.8836,1,1
asset_0576,0.9202,1,1
asset_0577,0.8869,1,1
asset_0578,0.7525,1,1
asset_0579,0.946,1,1
asset_0580,0.8831,1,1
asset_0581,0.3356,0,0
asset_0582,0.8343,1,1
asset_0583,0.4322,0,1
asset_0584,0.6326,1,1
asset_0585,0.7547,1,1
asset_0586,0.104,0,0
asset_0587,0.8917,1,1
asset_0588,0.9905,1,1
asset_0589,0.6319,1,1
asset_0590,0.7199,1,1
asset_0591,0.0925,0,0
asset_0592,0.8885,1,1
asset_0593,0.0927,0,0
asset_0594,0.9381,1,1
asset_0595,0.1726,0,0
asset_0596,0.8998,1,1
asset_0597,0.8773,1,1
asset_0598,0.2445,0,0
asset_0599,0.8198,1,1
asset_0600,0.9649,1,1
asset_0601,0.8479,1,1
asset_0602,0.8034,1,1
asset_0603,0.8943,1,1
asset_0604,0.1401,0,0
asset_0605,0.1672,0,0
asset_0606,0.8856,1,1
asset_0607,0.3242,0,0
asset_0608,0.7969,1,1
asset_0609,1.0,1,1
asset_0610,0.3248,0,0
asset_0611,0.2826,0,0
asset_0612,0.2083,0,0
asset_0613,0.738,1,1
asset_0614,0.6707,1,1
asset_0615,0.9403,1,1
asset_0616,0.8846,1,1
asset_0617,0.7448,1,1
asset_0618,0.821,1,1
asset_0619,0.5444,1,1
asset_0620,0.9717,1,1
asset_0621,0.9953,1,1
asset_0622,0.8054,1,1
asset_0623,0.8328,1,1
asset_0624,0.9409,1,1
asset_0625,0.5359,1,1
asset_0626,0.8747,1,1
asset_0627,0.3061,0,0
asset_0628,0.7774,1,1
asset_0629,0.8595,1,1
asset_0630,0.1505,0,0
asset_0631,0.7778,1,1
asset_0632,0.8049,1,1
asset_0633,0.7407,1,1
asset_0634,0.7771,1,1
asset_0635,0.4915,0,1
asset_0636,0.2331,0,0
asset_0637,0.8339,1,1
asset_0638,0.1146,0,0
asset_0639,0.9456,1,1
asset_0640,0.145,0,0
asset_0641,0.592,1,1
asset_0642,0.7315,1,1
asset_0643,0.1608,0,0
asset_0644,0.8822,1,1
asset_0645,0.3357,0,0
asset_0646,0.916,1,1
asset_0647,0.3166,0,0
asset_0648,0.8934,1,1
asset_0649,0.1246,0,0
asset_0650,0.8208,1,1
asset_0651,0.4744,0,1
asset_0652,0.2921,0,0
asset_0653,0.8532,1,1
asset_0654,0.7597,1,1
asset_0655,0.0829,0,0
asset_0656,0.5769,1,1
asset_0657,0.7921,1,1
asset_0658,0.7862,1,1
asset_0659,0.7859,1,1
asset_0660,0.0968,0,0
asset_0661,0.9233,1,1
asset_0662,0.9022,1,1
asset_0663,0.5618,1,1
asset_0664,0.852,1,1
asset_0665,0.0388,0,0
asset_0666,0.6743,1,1
asset_0667,0.8992,1,1
asset_0668,0.8284,1,1
asset_0669,0.2485,0,0
asset_0670,0.1078,0,0
asset_0671,0.208,0,0
asset_0672,0.8252,1,1
asset_0673,0.6908,1,1
asset_0674,0.6699,1,1
asset_0675,0.8366,1,1
asset_0676,0.5847,1,1
asset_0677,0.2579,0,0
asset_0678,0.0935,0,0
asset_0679,0.2333,0,0
asset_0680,0.6686,1,1
asset_0681,0.0777,0,0
asset_0682,0.8111,1,1
asset_0683,0.6362,1,1
asset_0684,0.9192,1,1
asset_0685,0.1761,0,0
asset_0686,1.0,1,1
asset_0687,0.8126,1,1
asset_0688,0.6219,1,1
asset_0689,0.2137,0,0
asset_0690,0.884,1,1
asset_0691,0.7445,1,1
asset_0692,0.863,1,1
asset_0693,0.8646,1,1
asset_0694,0.9664,1,1
asset_0695,0.1561,0,0
asset_0696,0.5986,1,1
asset_0697,0.8827,1,1
asset_0698,0.1008,0,0
asset_0699,0.8484,1,1
asset_0700,0.92,1,1
asset_0701,0.1644,0,0
asset_0702,0.1789,0,0
asset_0703,0.7312,1,1
asset_0704,0.9143,1,1
asset_0705,0.8878,1,1
asset_0706,0.7503,1,1
asset_0707,0.8447,1,1
asset_0708,0.9355,1,1
asset_0709,0.5659,1,1
asset_0710,0.7319,1,1
asset_0711,0.6345,1,1
asset_0712,0.602,1,1
asset_0713,0.716,1,1
asset_0714,0.8385,1,1
asset_0715,0.5023,1,0
asset_0716,0.8174,1,1
asset_0717,0.8611,1,1
asset_0718,0.9241,1,1
asset_0719,0.7492,1,1
asset_0720,0.6463,1,1
asset_0721,0.8571,1,1
asset_0722,0.8621,1,1
asset_0723,0.8649,1,1
asset_0724,0.8593,1,1
asset_0725,0.6135,1,1
asset_0726,0.8823,1,1
asset_0727,0.7176,1,1
asset_0728,0.8357,1,1
asset_0729,0.8569,1,1
asset_0730,1.0,1,1
asset_0731,0.5347,1,0
asset_0732,0.8787,1,1
asset_0733,0.8075,1,1
asset_0734,1.0,1,1
asset_0735,0.9685,1,1
asset_0736,0.0954,0,0
asset_0737,0.2755,0,0
asset_0738,0.3986,0,0
asset_0739,0.8901,1,1
asset_0740,0.8025,1,1
asset_0741,0.0373,0,0
asset_0742,0.125,0,0
asset_0743,0.6223,1,1
asset_0744,0.8923,1,1
asset_0745,0.6928,1,1
asset_0746,0.8607,1,1
asset_0747,0.7166,1,1
asset_0748,0.4975,0,1
asset_0749,0.8926,1,1
asset_0750,0.932,1,1
asset_0751,0.966,1,1
asset_0752,0.3049,0,0
asset_0753,0.0802,0,0
asset_0754,0.9454,1,1
asset_0755,0.2267,0,0
asset_0756,0.213,0,0
asset_0757,0.06,0,0
asset_0758,0.1176,0,0
asset_0759,0.6716,1,1
asset_0760,0.2174,0,0
asset_0761,0.971,1,1
asset_0762,0.8982,1,1
asset_0763,0.8367,1,1
asset_0764,0.1431,0,0
asset_0765,0.5271,1,1
asset_0766,0.9283,1,1
asset_0767,0.8446,1,1
asset_0768,0.9981,1,1
asset_0769,0.0367,0,0
asset_0770,0.9812,1,1
asset_0771,0.2858,0,0
asset_0772,0.8112,1,1
asset_0773,0.8623,1,1
asset_0774,0.8324,1,1
asset_0775,0.9138,1,1
asset_0776,0.7972,1,1
asset_0777,0.8434,1,1
asset_0778,0.9866,1,1
asset_0779,0.8997,1,1
asset_0780,0.1531,0,0
asset_0781,0.9212,1,1
asset_0782,0.8864,1,1
asset_0783,1.0,1,1
asset_0784,0.7804,1,1
asset_0785,0.785,1,1
asset_0786,0.1292,0,0
asset_0787,0.9083,1,1
asset_0788,0.9906,1,1
asset_0789,0.8619,1,1
asset_0790,0.8233,1,1
asset_0791,0.9111,1,1
asset_0792,0.2391,0,0
asset_0793,0.8414,1,1
asset_0794,0.1774,0,0
asset_0795,0.6135,1,1
asset_0796,0.8894,1,1
asset_0797,0.9743,1,1
asset_0798,0.829,1,1
asset_0799,0.7112,1,1
asset_0800,0.9896,1,1
asset_0801,0.8526,1,1
asset_0802,0.8056,1,1
asset_0803,0.2962,0,0
asset_0804,0.9398,1,1
asset_0805,0.8079,1,1
asset_0806,0.8869,1,1
asset_0807,0.6776,1,1
asset_0808,0.7151,1,1
asset_0809,0.2029,0,0
asset_0810,0.5819,1,1
asset_0811,0.6542,1,1
asset_0812,0.2107,0,0
asset_0813,0.5723,1,1
asset_0814,0.8933,1,1
asset_0815,0.8681,1,1
asset_0816,0.6548,1,1
asset_0817,0.8233,1,1
asset_0818,0.2122,0,0
asset_0819,0.5746,1,1
asset_0820,0.1727,0,0
asset_0821,0.7352,1,1
asset_0822,0.9745,1,1
asset_0823,0.8829,1,1
asset_0824,0.8219,1,1
asset_0825,0.7402,1,1
asset_0826,0.6301,1,1
asset_0827,0.731,1,1
asset_0828,0.6992,1,1
asset_0829,0.913,1,1
asset_0830,0.8325,1,1
asset_0831,0.76,1,1
asset_0832,0.6056,1,1
asset_0833,0.7813,1,1
asset_0834,0.8561,1,1
asset_0835,0.5353,1,1
asset_0836,0.0741,0,0
asset_0837,0.4967,0,0
asset_0838,0.8647,1,1
asset_0839,0.8238,1,1
asset_0840,0.6059,1,1
asset_0841,0.0822,0,0
asset_0842,0.7267,1,1
asset_0843,0.8404,1,1
asset_0844,0.4125,0,0
asset_0845,0.9822,1,1
asset_0846,0.8083,1,1
asset_0847,0.698,1,1
asset_0848,1.0,1,1
asset_0849,0.926,1,1
asset_0850,0.8307,1,1
asset_0851,0.0925,0,0
asset_0852,0.7679,1,1
asset_0853,0.9316,1,1
asset_0854,0.0859,0,0
asset_0855,0.9185,1,1
asset_0856,0.1607,0,0
asset_0857,0.2197,0,0
asset_0858,0.0966,0,0
asset_0859,0.094,0,0
asset_0860,0.3042,0,0
asset_0861,0.8742,1,1
asset_0862,0.7175,1,1
asset_0863,0.7903,1,1
asset_0864,0.7037,1,1
asset_0865,0.9509,1,1
asset_0866,0.9425,1,1
asset_0867,0.5994,1,1
asset_0868,0.6027,1,1
asset_0869,0.8441,1,1
asset_0870,0.2082,0,0
asset_0871,0.578,1,0
asset_0872,0.914,1,1
asset_0873,0.3929,0,0
asset_0874,0.146,0,0
asset_0875,0.7376,1,1
asset_0876,0.9357,1,1
asset_0877,0.7639,1,1
asset_0878,0.3552,0,0
asset_0879,0.7025,1,1
asset_0880,0.7617,1,1
asset_0881,0.1663,0,0
asset_0882,0.9945,1,1
asset_0883,0.0789,0,0
asset_0884,0.7121,1,1
asset_0885,0.6398,1,1
asset_0886,0.0,0,0
asset_0887,0.9648,1,1
asset_0888,0.8782,1,1
asset_0889,0.1047,0,0
asset_0890,0.8973,1,1
asset_0891,0.5091,1,0
asset_0892,0.8286,1,1
asset_0893,0.4752,0,1
asset_0894,0.1273,0,0
asset_0895,0.9475,1,1
asset_0896,0.7496,1,1
asset_0897,0.6936,1,1
asset_0898,0.3544,0,0
asset_0899,0.7116,1,1
asset_0900,0.8825,1,1
asset_0901,0.9025,1,1
asset_0902,0.9269,1,1
asset_0903,0.0714,0,0
asset_0904,0.8805,1,1
asset_0905,0.8793,1,1
asset_0906,0.6776,1,1
asset_0907,0.0292,0,0
asset_0908,0.7644,1,1
asset_0909,0.5755,1,1
asset_0910,0.7184,1,1
asset_0911,0.1692,0,0
asset_0912,0.6919,1,1
asset_0913,0.8493,1,1
asset_0914,0.8443,1,1
asset_0915,0.7684,1,1
asset_0916,0.5445,1,1
asset_0917,0.4314,0,0
asset_0918,0.7786,1,1
asset_0919,0.843,1,1
asset_0920,0.8906,1,1
asset_0921,0.1419,0,0
asset_0922,0.9157,1,1
asset_0923,0.9648,1,1
asset_0924,0.0552,0,0
asset_0925,0.7905,1,1
asset_0926,0.9816,1,1
asset_0927,0.2292,0,0
asset_0928,0.0849,0,0
asset_0929,0.6082,1,1
asset_0930,0.2597,0,0
asset_0931,0.8449,1,1
asset_0932,0.195,0,0
asset_0933,0.6409,1,1
asset_0934,0.1891,0,0
asset_0935,0.7291,1,1
asset_0936,0.9395,1,1
asset_0937,0.6621,1,1
