sample_id,true_label,family,p_ransomware,predicted_label,split_part
main_000068,0,unknown,1.9871254979497612e-08,0,test
main_000069,0,unknown,1.164583849618124e-05,0,test
main_000070,1,bedep,0.999999457937574,1,test
main_000071,1,flystudio,0.9999968872118233,1,test
main_000072,1,peed,0.999999990048981,1,test
main_000073,1,expiro,0.9999999999544966,1,test
main_000074,1,flystudio,0.9982465883304648,1,test
main_000075,0,unknown,1.4014523032672927e-14,0,test
main_000076,0,unknown,4.8997708485746046e-14,0,test
main_000077,0,unknown,2.1372386373654455e-08,0,test
main_000078,1,xmrig,1.0,1,test
main_000079,0,unknown,7.794204895833568e-07,0,test
main_000080,0,unknown,6.050275236256416e-06,0,test
main_000081,1,xmrig,1.0,1,test
main_000082,0,unknown,0.0004853310306930346,0,test
main_000083,0,unknown,2.6411939446144418e-09,0,test
main_000084,0,unknown,0.0007556939739021686,0,test
main_000085,0,unknown,4.51482056443958e-09,0,test
main_000086,0,unknown,1.8289397974818328e-07,0,test
main_000087,0,unknown,2.0697794044618106e-09,0,test
main_000088,1,unknown,0.999998904331118,1,test
main_000089,0,unknown,1.801610148281459e-05,0,test
main_000090,0,unknown,1.4969289291109092e-10,0,test
main_000091,0,unknown,2.1042729577034374e-09,0,test
main_000092,0,unknown,2.0012136501908484e-08,0,test
main_000093,0,unknown,1.4602723265304628e-08,0,test
main_000094,0,unknown,4.840562899791678e-07,0,test
main_000095,0,unknown,9.447985637908345e-06,0,test
main_000096,0,unknown,3.152201336449636e-05,0,test
main_000097,0,unknown,1.0462099623999496e-07,0,test
main_000098,0,unknown,1.905167292150333e-09,0,test
main_000099,0,unknown,6.22635931893982e-05,0,test
main_000100,0,unknown,4.056812462406401e-05,0,test
main_000101,1,unknown,0.9999999997656808,1,test
main_000102,0,unknown,1.8772319021015865e-05,0,test
main_000103,0,unknown,1.2042768157356124e-08,0,test
main_000104,0,unknown,1.6467774100445044e-05,0,test
main_000105,1,xmrig,1.0,1,test
main_000106,0,unknown,1.7179553823538138e-07,0,test
main_000107,0,unknown,1.6614803574771085e-09,0,test
main_000108,0,unknown,9.98263834511663e-09,0,test
main_000109,0,unknown,5.986819106933842e-07,0,test
main_000110,1,sisron,0.9999999934816699,1,test
main_000111,1,vindor,0.9999999999999996,1,test
main_000112,1,expiro,0.9999999999999905,1,test
main_000113,0,unknown,2.6064074052860115e-08,0,test
main_000114,0,unknown,1.0672809542541703e-06,0,test
main_000115,0,unknown,3.4337390019626794e-06,0,test
main_000116,1,unknown,0.9999973597661718,1,test
main_000117,0,unknown,1.0477830468290205e-05,0,test
main_000118,1,xmrig,1.0,1,test
main_000119,1,unknown,0.9999999999999996,1,test
main_000120,1,xmrig,1.0,1,test
main_000121,0,unknown,6.579043934126795e-11,0,test
main_000122,0,unknown,1.1649783247613846e-07,0,test
main_000123,1,unknown,0.9999997024611625,1,test
main_000124,0,unknown,6.616154456019325e-07,0,test
main_000125,0,unknown,1.3396423598488902e-06,0,test
main_000126,1,xmrig,1.0,1,test
main_000127,1,scarletflash,0.9999999651705344,1,test
main_000128,1,unknown,0.9999999999999629,1,test
main_000129,0,unknown,1.079253489325953e-08,0,test
main_000130,0,unknown,5.226211380637347e-07,0,test
main_000131,1,xmrig,1.0,1,test
main_000132,1,expiro,0.9999999999994114,1,test
main_000133,0,unknown,1.4200951341671758e-08,0,test
main_000134,1,xmrig,0.9999999998435365,1,test
main_000135,0,unknown,2.2001969284984835e-08,0,test
main_000136,0,unknown,3.126079992457625e-10,0,test
main_000137,1,berbew,0.9999999999890505,1,test
main_000138,0,unknown,2.392174785976159e-07,0,test
main_000139,1,bedep,0.9999999440883316,1,test
main_000140,1,xmrig,1.0,1,test
main_000141,1,disin,0.999999945402588,1,test
main_000142,1,disco,0.9999996660162974,1,test
main_000143,1,xmrig,1.0,1,test
main_000144,1,expiro,0.9999999999999383,1,test
main_000145,1,expiro,0.9999999999997748,1,test
main_000146,1,phonzy,0.999999999937571,1,test
main_000147,0,unknown,9.645507339410852e-05,0,test
main_000148,0,unknown,0.2539523091680047,1,test
main_000149,0,unknown,1.353234523457965e-07,0,test
main_000150,0,unknown,0.0001922784684979899,0,test
main_000151,0,unknown,6.287245751905655e-05,0,test
main_000152,0,unknown,1.7578970803078059e-10,0,test
main_000153,0,unknown,3.856838756894766e-05,0,test
main_000154,1,expiro,0.9999822395472464,1,test
main_000155,1,xmrig,1.0,1,test
main_000156,1,unknown,0.9999999999855791,1,test
main_000157,1,xmrig,0.9999999999999993,1,test
main_000158,1,knight,0.9999992833783167,1,test
main_000159,1,xmrig,1.0,1,test
main_000160,1,xmrig,1.0,1,test
main_000161,1,expiro,0.9999992799795994,1,test
main_000162,1,scarletflash,0.9999999999999782,1,test
main_000163,1,jaiko,0.9999999999968936,1,test
main_000164,1,xmrig,1.0,1,test
main_000165,1,expiro,0.9999999999999949,1,test
main_000166,0,unknown,7.318473228923631e-13,0,test
main_000167,1,scarletflash,0.999999999983749,1,test
main_000168,1,scarletflash,0.9999999999999418,1,test
main_000169,1,expiro,0.9999999999997047,1,test
main_000170,1,xmrig,1.0,1,test
main_000171,1,xmrig,0.9999999999999996,1,test
main_000172,1,xmrig,1.0,1,test
main_000173,0,unknown,1.4637983072232203e-08,0,test
main_000174,1,xmrig,1.0,1,test
main_000175,0,unknown,6.515856552337282e-11,0,test
main_000176,0,unknown,1.618193251844717e-07,0,test
main_000177,0,unknown,3.0753235268967064e-06,0,test
main_000178,0,unknown,1.365018378904928e-09,0,test
main_000179,0,unknown,1.8281194024875536e-11,0,test
main_000180,0,unknown,6.401517171374434e-10,0,test
main_000181,0,unknown,5.478840619573755e-09,0,test
main_000182,0,unknown,2.5172152700307106e-05,0,test
main_000183,0,unknown,1.5754333201598247e-06,0,test
main_000184,1,metasploit,0.9999999999995375,1,test
main_000185,0,unknown,1.4572269392376447e-08,0,test
main_000186,1,wacatac,0.9999999999999407,1,test
main_000187,1,metasploit,0.9999999997264104,1,test
main_000188,1,metasploit,0.999999998563244,1,test
main_000189,1,expiro,0.999999999999929,1,test
main_000190,1,expiro,0.9999999999999389,1,test
main_000191,1,expiro,0.9999999999999947,1,test
main_000192,1,expiro,0.9999999999980584,1,test
main_000193,1,berbew,0.9999999987918073,1,test
main_000194,0,unknown,1.3767687478860633e-06,0,test
main_000195,0,unknown,1.018520618805859e-09,0,test
main_000196,0,unknown,2.947060703253281e-10,0,test
main_000197,1,xmrig,1.0,1,test
main_000198,0,unknown,3.967386532686388e-10,0,test
main_000199,0,unknown,7.480401413588456e-11,0,test
main_000200,1,xmrig,1.0,1,test
main_000201,0,unknown,3.523434184653619e-10,0,test
main_000202,1,expiro,0.9999999999999905,1,test
main_000203,1,expiro,0.9999999999999944,1,test
main_000204,1,xmrig,1.0,1,test
main_000205,0,unknown,2.582056367888225e-05,0,test
main_000206,0,unknown,3.9966738811868805e-10,0,test
main_000207,0,unknown,5.0476652483190565e-11,0,test
main_000208,1,unknown,0.9999999999653926,1,test
main_000209,0,unknown,2.0766150941581143e-07,0,test
main_000210,0,unknown,2.2453141178145443e-08,0,test
main_000211,0,unknown,1.2050943607123387e-08,0,test
main_000212,0,unknown,6.256030335331296e-11,0,test
main_000213,1,scarletflash,0.9999999752925633,1,test
main_000214,1,xmrig,1.0,1,test
main_000215,0,unknown,8.054162606516328e-08,0,test
main_000216,1,cheathappens,0.9997905014664024,1,test
main_000217,1,expiro,0.9999999999992313,1,test
main_000218,1,expiro,0.9999999999999378,1,test
main_000219,1,unknown,0.9999997853894474,1,test
main_000220,1,xmrig,1.0,1,test
main_000221,0,unknown,1.2326111184636928e-07,0,test
main_000222,0,unknown,2.0784319632551004e-05,0,test
main_000223,0,unknown,1.9969000651065623e-08,0,test
main_000224,0,unknown,3.189882950538408e-08,0,test
main_000225,0,unknown,7.811675961503348e-08,0,test
main_000226,0,unknown,1.2792518651806131e-08,0,test
main_000227,0,unknown,1.86829433186562e-06,0,test
main_000228,0,unknown,8.621690583648266e-09,0,test
main_000229,1,scarletflash,0.9999822572142815,1,test
main_000230,1,disin,0.9999999999995646,1,test
main_000231,1,crampes,0.9999999995416164,1,test
main_000232,1,xmrig,0.9999998566525751,1,test
main_000233,1,xmrig,0.9999999990412456,1,test
main_000234,1,grandoreiro,0.9999999999973812,1,test
main_000235,1,grandoreiro,0.9999999990942949,1,test
main_000236,1,scarletflash,0.9999999851933077,1,test
main_000237,1,xmrig,1.0,1,test
main_000238,0,unknown,1.6093355820885695e-05,0,test
main_000239,1,xmrig,1.0,1,test
main_000240,1,unknown,0.9994597796157149,1,test
main_000241,1,killwin,0.9999726230777285,1,test
main_000242,1,xmrig,1.0,1,test
main_000243,1,xmrig,1.0,1,test
main_000244,1,xmrig,1.0,1,test
main_000245,1,wacatac,0.9999999983417485,1,test
main_000246,1,wacatac,0.9999994116558879,1,test
main_000247,1,wacatac,0.9999975396994879,1,test
main_000248,1,scarletflash,0.9999464376312712,1,test
main_000249,0,unknown,8.296405628046966e-07,0,test
main_000250,0,unknown,4.495681899476884e-10,0,test
main_000251,0,unknown,6.424764932587667e-12,0,test
main_000252,0,unknown,1.8070667143852789e-07,0,test
main_000253,0,unknown,2.2600900104112877e-12,0,test
main_000254,0,unknown,0.0035543267309848347,0,test
main_000255,0,unknown,5.536722886243639e-13,0,test
main_000256,0,unknown,7.618049870253515e-12,0,test
main_000257,0,unknown,2.8371306468470153e-09,0,test
main_000258,0,unknown,1.7991009512153392e-11,0,test
main_000259,0,unknown,0.0001233047717716436,0,test
main_000260,0,unknown,6.982222923070385e-10,0,test
main_000261,1,xmrig,1.0,1,test
main_000262,1,unknown,0.9999999999999996,1,test
main_000263,1,unknown,0.9999999999999996,1,test
main_000264,1,unknown,0.9995397204554158,1,test
main_000265,1,taskun,0.9999999959467647,1,test
main_000266,1,wacatac,0.999999999999432,1,test
main_000267,1,unknown,0.9999980572472518,1,test
main_000268,1,bodegun,0.9999526412848435,1,test
main_000269,1,unknown,0.9453867375314968,1,test
main_000270,1,xmrig,1.0,1,test
main_000271,1,xmrig,1.0,1,test
main_000272,1,xmrig,1.0,1,test
main_000273,1,unknown,0.9999996974965224,1,test
main_000274,1,coroxy,0.9999999807706504,1,test
main_000275,1,disco,0.9999714432349924,1,test
main_000276,1,xmrig,1.0,1,test
main_000277,1,expiro,0.9999999999893159,1,test
main_000278,1,expiro,0.9999999999999594,1,test
main_000279,0,unknown,4.1403192341405317e-08,0,test
main_000280,0,unknown,2.6603622418825853e-08,0,test
main_000281,0,unknown,1.5655022506323494e-08,0,test
main_000282,0,unknown,0.0003225518882559302,0,test
main_000283,1,xmrig,1.0,1,test
main_000284,1,unknown,0.9999417194148317,1,test
main_000285,0,unknown,1.6915263010890452e-06,0,test
main_000286,1,unknown,0.999943772322952,1,test
main_000287,0,unknown,3.65930765398646e-07,0,test
main_000288,0,unknown,3.8208882426777e-08,0,test
main_000289,0,unknown,5.702668067260664e-06,0,test
main_000290,1,premine,0.9999999999999318,1,test
main_000291,1,wacatac,0.9999999980650773,1,test
main_000292,1,unknown,0.952094383229603,1,test
main_000293,0,unknown,2.1867654265949395e-06,0,test
main_000294,1,bedep,0.999999167753365,1,test
main_000295,1,vindor,0.9999999999999996,1,test
main_000296,1,xmrig,1.0,1,test
main_000297,1,xmrig,1.0,1,test
main_000298,0,unknown,3.508217010431984e-07,0,test
main_000299,0,unknown,3.7979306061166226e-07,0,test
main_000300,0,unknown,2.8014540807821588e-06,0,test
main_000301,0,unknown,6.831402676477024e-06,0,test
main_000302,1,unknown,0.999999999998513,1,test
main_000303,1,xmrig,1.0,1,test
main_000304,1,unknown,0.9999999515480705,1,test
main_000305,1,expiro,0.9999966898963493,1,test
main_000306,1,banload,0.9999999999999998,1,test
main_000307,1,premine,0.9999999999999885,1,test
main_000308,1,xmrig,0.999999999999978,1,test
main_000309,0,unknown,5.258298073332643e-11,0,test
main_000310,0,unknown,1.0122562033093807e-10,0,test
main_000311,0,unknown,2.0037999328050573e-08,0,test
main_000312,1,disin,0.9999999999998996,1,test
main_000313,1,unknown,0.9995989943194373,1,test
main_000314,0,unknown,2.4885480838592077e-05,0,test
main_000315,0,unknown,2.582517730909882e-09,0,test
main_000316,1,ramnit,0.9999999947419944,1,test
main_000317,0,unknown,1.358482147611592e-11,0,test
main_000318,1,scarletflash,0.9999999999998923,1,test
main_000319,1,shelm,0.9999999969811728,1,test
main_000320,1,disin,0.9999999999796514,1,test
main_000321,0,unknown,4.667321994713803e-10,0,test
main_000322,0,unknown,6.085814715702e-05,0,test
main_000323,1,cstealer,0.9999999998374274,1,test
main_000324,0,unknown,2.52421575684212e-11,0,test
main_000325,1,expiro,0.9999468688381038,1,test
main_000326,1,luna,0.9999999999997782,1,test
main_000327,0,unknown,1.805213456314723e-09,0,test
main_000328,0,unknown,8.688179806052866e-08,0,test
main_000329,0,unknown,0.9812832501101071,1,test
main_000330,0,unknown,2.702629483451811e-13,0,test
main_000331,0,unknown,2.112395595179794e-06,0,test
main_000332,0,unknown,6.548312938492102e-06,0,test
main_000333,0,unknown,5.625733660611093e-05,0,test
main_000334,0,unknown,5.267380766282755e-07,0,test
main_000335,1,unknown,0.9999998033274153,1,test
main_000336,1,unknown,0.9999969082676929,1,test
main_000337,0,unknown,3.068690664180822e-08,0,test
main_000338,1,unknown,0.9999999632236756,1,test
main_000339,0,unknown,3.052112493482984e-10,0,test
main_000340,1,unknown,0.9999994996183909,1,test
main_000341,1,unknown,0.9999956423174978,1,test
main_000342,1,unknown,0.9999991014811813,1,test
main_000343,1,unknown,0.9999892648298405,1,test
main_000344,1,stelega,0.9999104321118476,1,test
main_000345,0,unknown,1.1188327532967095e-13,0,test
main_000346,0,unknown,0.005846710747486304,0,test
main_000347,0,unknown,4.777119964223629e-10,0,test
main_000348,1,scarletflash,0.9999999994327495,1,test
main_000349,0,unknown,4.973769947008075e-07,0,test
main_000350,0,unknown,4.0735755494841003e-10,0,test
main_000351,1,wacatac,0.9999999999989786,1,test
main_000352,0,unknown,7.966491256681667e-07,0,test
main_000353,1,unknown,0.999999829132172,1,test
main_000354,1,unknown,0.9999997651139035,1,test
main_000355,0,unknown,2.4740338728093456e-11,0,test
main_000356,0,unknown,1.3064903952132303e-09,0,test
main_000357,0,unknown,4.075315530484322e-12,0,test
main_000358,1,scarletflash,0.8451710378721052,1,test
main_000359,1,wacatac,0.9999999997662992,1,test
main_000360,0,unknown,1.049633389803418e-09,0,test
main_000361,0,unknown,6.847344324715381e-07,0,test
main_000362,1,ctsinf,0.9999834281618307,1,test
main_000363,1,unknown,0.999982804069229,1,test
main_000364,1,bedep,0.9999999998004736,1,test
main_000365,0,unknown,3.5047801524859287e-06,0,test
main_000366,0,unknown,4.333844166632881e-09,0,test
main_000367,1,wacatac,0.9999996317451824,1,test
main_000368,1,wacatac,0.9999999999999973,1,test
main_000369,1,wacatac,0.9999999999999971,1,test
main_000370,1,wacatac,0.9999999999854638,1,test
main_000371,1,ammyy,0.9964727180500123,1,test
main_000372,0,unknown,7.424456028841678e-07,0,test
main_000373,0,unknown,1.455641999381738e-10,0,test
main_000374,0,unknown,2.39143192971702e-07,0,test
main_000375,0,unknown,1.4559203726468247e-13,0,test
main_000376,0,unknown,1.9486045491192578e-13,0,test
main_000377,0,unknown,4.6711886602700775e-09,0,test
main_000378,0,unknown,3.003499649683086e-14,0,test
main_000379,1,scarletflash,0.9999981876550329,1,test
main_000380,1,barys,0.9999999999997871,1,test
main_000381,0,unknown,0.020038189656236948,1,test
main_000382,1,unknown,0.9999989608456648,1,test
main_000383,1,unknown,0.9999999999999776,1,test
main_000384,0,unknown,8.355565147516754e-07,0,test
main_000385,1,mikey,0.9999999999998352,1,test
main_000386,1,grandoreiro,0.999999999997319,1,test
main_000387,1,onlinegames,0.998445415479084,1,test
main_000388,1,grandoreiro,0.9999999999985445,1,test
main_000389,1,trollav,0.9999999999999569,1,test
main_000390,1,grandoreiro,0.9999999999993228,1,test
main_000391,1,grandoreiro,0.9999999999959843,1,test
main_000392,1,xmrig,0.9999999999999993,1,test
main_000393,1,expiro,0.9999999999999842,1,test
main_000394,1,xmrig,1.0,1,test
main_000395,1,wacatac,0.9999999999764297,1,test
main_000396,1,banload,0.9999999999999991,1,test
main_000397,1,xmrig,1.0,1,test
main_000398,1,xmrig,1.0,1,test
main_000399,1,dinwod,0.9999999999998797,1,test
main_000400,1,berbew,0.9999999959607562,1,test
main_000401,1,xmrig,0.999999999981523,1,test
main_000402,1,xmrig,0.9999999999999569,1,test
main_000403,1,xmrig,1.0,1,test
main_000404,1,xmrig,1.0,1,test
main_000405,1,berbew,0.9999999999946358,1,test
main_000406,0,unknown,3.733894629496001e-07,0,test
main_000407,1,xmrig,1.0,1,test
main_000408,1,berbew,0.9999999999567899,1,test
main_000409,1,xmrig,0.9999999999984734,1,test
main_000410,1,xmrig,0.9999999999999998,1,test
main_000411,1,xmrig,1.0,1,test
main_000412,1,xmrig,0.9999999999999996,1,test
main_000413,1,xmrig,1.0,1,test
main_000414,1,xmrig,0.9999999999999998,1,test
main_000415,1,cobaltstrike,0.9999391628908545,1,test
main_000416,0,unknown,2.9578710443561693e-07,0,test
main_000417,0,unknown,1.227617226853399e-06,0,test
main_000418,0,unknown,1.3344347581814844e-06,0,test
main_000419,0,unknown,6.162746443604967e-07,0,test
main_000420,0,unknown,1.0548443589817734e-07,0,test
main_000421,0,unknown,1.0389510900930438e-07,0,test
main_000422,0,unknown,4.732419836312902e-06,0,test
main_000423,0,unknown,1.8610414774251044e-09,0,test
main_000424,0,unknown,0.637484958734189,1,test
main_000425,1,xmrig,0.9999999999999982,1,test
main_000426,0,unknown,4.239028659823103e-07,0,test
main_000427,1,bedep,0.9999999674605287,1,test
main_000428,1,xmrig,1.0,1,test
main_000429,0,unknown,3.34618517075248e-07,0,test
main_000430,1,xmrig,1.0,1,test
main_000431,1,xmrig,1.0,1,test
main_000432,0,unknown,4.314555194586844e-06,0,test
main_000433,1,xmrig,1.0,1,test
main_000434,1,xmrig,1.0,1,test
main_000435,1,xmrig,1.0,1,test
main_000436,1,xmrig,1.0,1,test
main_000437,1,xmrig,1.0,1,test
main_000438,1,fasong,0.9999999999999669,1,test
main_000439,1,cryptonote,0.9989674489371262,1,test
main_000440,1,xmrig,1.0,1,test
main_000441,1,ctsinf,0.999999999316024,1,test
main_000442,1,smallagent,0.987705582354004,1,test
main_000443,1,xmrig,1.0,1,test
main_000444,1,sfone,0.999999998201422,1,test
main_000445,1,xmrig,1.0,1,test
main_000446,1,sufrar,0.9999982295209286,1,test
main_000447,1,xmrig,1.0,1,test
main_000448,1,qqrob,0.9999999999793419,1,test
main_000449,0,unknown,5.325748556595028e-06,0,test
main_000450,1,mikey,0.9996745644988961,1,test
main_000451,0,unknown,0.0003656302352792559,0,test
main_000452,1,wacatac,0.999999999900939,1,test
main_000453,1,kerneldrutil,0.9999999999916525,1,test
main_000454,1,xmrig,1.0,1,test
main_000455,0,unknown,3.856744013314734e-09,0,test
main_000456,1,unknown,0.9999999971251461,1,test
main_000457,1,xmrig,0.9999999965457305,1,test
main_000458,1,xmrig,1.0,1,test
main_000459,1,expiro,0.9999999999998348,1,test
main_000460,1,xmrig,0.9999999999999982,1,test
main_000461,1,airadinstaller,0.9999845484434305,1,test
main_000462,1,xmrig,0.9999999999999996,1,test
main_000463,0,unknown,3.942387575771567e-09,0,test
main_000464,1,unknown,0.9999927158596686,1,test
main_000465,0,unknown,2.599551426134246e-09,0,test
main_000466,0,unknown,0.0001278161905371814,0,test
main_000467,0,unknown,1.623118634612725e-11,0,test
main_000468,0,unknown,6.661255984617923e-08,0,test
main_000469,1,xmrig,0.9999999999999998,1,test
main_000470,1,xmrig,1.0,1,test
main_000471,1,xmrig,0.9999999995696554,1,test
main_000472,1,xmrig,1.0,1,test
main_000473,1,xmrig,1.0,1,test
main_000474,1,xmrig,1.0,1,test
main_000475,1,xmrig,1.0,1,test
main_000476,1,tidebypass,0.999487016530723,1,test
main_000477,1,xmrig,1.0,1,test
main_000478,1,ctsinf,0.9999999974043452,1,test
main_000479,1,xmrig,0.9999999999999982,1,test
main_000480,1,xmrig,0.9999999999999996,1,test
main_000481,1,blackv,0.9999999995140236,1,test
main_000482,1,bedep,0.9999999753980927,1,test
main_000483,1,wacatac,0.9994152841364538,1,test
main_000484,1,unknown,0.9999999999417506,1,test
main_000485,1,xmrig,1.0,1,test
main_000486,1,xmrig,1.0,1,test
main_000487,1,xmrig,1.0,1,test
main_000488,1,xmrig,1.0,1,test
main_000489,0,unknown,2.858756977023289e-09,0,test
main_000490,1,xmrig,1.0,1,test
main_000491,1,xmrig,1.0,1,test
main_000492,1,xmrig,1.0,1,test
main_000493,0,unknown,1.4517639948384044e-13,0,test
main_000494,0,unknown,3.710985109831774e-13,0,test
main_000495,0,unknown,1.6720388707665682e-09,0,test
main_000496,0,unknown,1.849020922088464e-10,0,test
main_000497,0,unknown,1.4910814069569789e-13,0,test
main_000498,0,unknown,4.944856262687315e-08,0,test
main_000499,0,unknown,6.038613674129785e-12,0,test
main_000500,0,unknown,9.829718974822709e-07,0,test
main_000501,0,unknown,1.2588947663219628e-12,0,test
main_000502,0,unknown,6.832487582587071e-11,0,test
main_000503,0,unknown,7.686171799337178e-10,0,test
main_000504,0,unknown,1.6283938914059575e-12,0,test
main_000505,0,unknown,1.109008683763133e-13,0,test
main_000506,0,unknown,1.4473705552534982e-11,0,test
main_000507,0,unknown,3.340666340920061e-09,0,test
main_000508,0,unknown,2.0446401184300243e-11,0,test
main_000509,0,unknown,7.964914905608352e-12,0,test
main_000510,0,unknown,3.716554213310969e-13,0,test
main_000511,0,unknown,2.4358439418802668e-12,0,test
main_000512,1,xmrig,1.0,1,test
main_000513,0,unknown,5.995344845154592e-12,0,test
main_000514,0,unknown,3.489033665404096e-11,0,test
main_000515,0,unknown,3.897151913263839e-13,0,test
main_000516,0,unknown,1.8877651384857263e-06,0,test
main_000517,0,unknown,6.439514160668443e-10,0,test
main_000518,0,unknown,3.006053799222037e-11,0,test
main_000519,0,unknown,3.775461170832409e-06,0,test
main_000520,0,unknown,7.444248739797555e-10,0,test
main_000521,0,unknown,8.58343575357915e-09,0,test
main_000522,0,unknown,2.760807002859516e-12,0,test
main_000523,0,unknown,2.4995499335970644e-11,0,test
main_000524,0,unknown,5.8868580952493975e-12,0,test
main_000525,0,unknown,2.600599899189627e-13,0,test
main_000526,0,unknown,5.237537666927855e-09,0,test
main_000527,0,unknown,1.6918757890534957e-09,0,test
main_000528,0,unknown,2.80565133694108e-13,0,test
main_000529,1,xmrig,1.0,1,test
main_000530,0,unknown,1.003953283984989e-07,0,test
main_000531,1,xmrig,1.0,1,test
main_000532,1,xmrig,1.0,1,test
main_000533,0,unknown,1.3151870141432885e-12,0,test
main_000534,0,unknown,2.117914769187352e-09,0,test
main_000535,0,unknown,7.491968019476373e-14,0,test
main_000536,0,unknown,1.184380847953473e-11,0,test
main_000537,0,unknown,7.770373487802597e-10,0,test
main_000538,1,berbew,0.999999999377907,1,test
main_000539,0,unknown,3.165493092373055e-13,0,test
main_000540,0,unknown,3.918716912894674e-09,0,test
main_000541,1,ulise,0.999999999996829,1,test
main_000542,1,unknown,0.9999999999996152,1,test
main_000543,1,xmrig,1.0,1,test
main_000544,1,wacatac,0.9999999999950164,1,test
main_000545,1,xmrig,0.9999999999887028,1,test
main_000546,1,ulise,0.9999999999935163,1,test
main_000547,1,berbew,0.9999999999953819,1,test
main_000548,1,xmrig,1.0,1,test
main_000549,1,xmrig,0.9999999999999996,1,test
main_000550,1,xmrig,1.0,1,test
main_000551,1,xmrig,1.0,1,test
main_000552,1,blackv,0.9999999972870703,1,test
main_000553,1,xmrig,0.9999999999996703,1,test
main_000554,1,xmrig,1.0,1,test
main_000555,1,wacatac,0.9999999917487822,1,test
main_000556,1,xmrig,0.9999999999999993,1,test
main_000557,1,xmrig,1.0,1,test
main_000558,1,xmrig,1.0,1,test
main_000559,1,xmrig,1.0,1,test
main_000560,1,unknown,0.9999991083989561,1,test
main_000561,1,xmrig,1.0,1,test
main_000562,1,xmrig,1.0,1,test
main_000563,1,berbew,0.9999999999999607,1,test
main_000564,1,xmrig,1.0,1,test
main_000565,0,unknown,8.495692628637154e-07,0,test
