family,probability,label,canonical_family,attack_techniques,d3fend_controls,susceptibility,susceptibility_bucket,expected_loss,prescriptive_controls
unknown,0.0033104508115869,0,Unknown,[],[],0.0033104508115869,Low,16552.2540579345,"['Maintain continuous security monitoring', 'Ensure robust security hygiene', 'Conduct employee security awareness training', 'Implement strong email filtering', 'Regularly review access controls']"
unknown,0.9042692805633136,0,Unknown,[],[],0.9042692805633136,High,4521346.402816568,"['Enable Attack Surface Reduction (ASR) rules', 'Implement Local Administrator Password Solution (LAPS)', 'Ensure immutable and offline backups', 'Deploy Application Allowlisting', 'Isolate affected systems from network']"
unknown,0.0033104508115333,0,Unknown,[],[],0.0033104508115333,Low,16552.2540576665,"['Maintain continuous security monitoring', 'Ensure robust security hygiene', 'Conduct employee security awareness training', 'Implement strong email filtering', 'Regularly review access controls']"
unknown,0.0033104508115333,1,Unknown,[],[],0.0033104508115333,Low,16552.2540576665,"['Maintain continuous security monitoring', 'Ensure robust security hygiene', 'Conduct employee security awareness training', 'Implement strong email filtering', 'Regularly review access controls']"
unknown,0.0033104508115021,0,Unknown,[],[],0.0033104508115021,Low,16552.254057510498,"['Maintain continuous security monitoring', 'Ensure robust security hygiene', 'Conduct employee security awareness training', 'Implement strong email filtering', 'Regularly review access controls']"
unknown,0.9042692805633136,1,Unknown,[],[],0.9042692805633136,High,4521346.402816568,"['Enable Attack Surface Reduction (ASR) rules', 'Implement Local Administrator Password Solution (LAPS)', 'Ensure immutable and offline backups', 'Deploy Application Allowlisting', 'Isolate affected systems from network']"
unknown,0.0033104508115333,0,Unknown,[],[],0.0033104508115333,Low,16552.2540576665,"['Maintain continuous security monitoring', 'Ensure robust security hygiene', 'Conduct employee security awareness training', 'Implement strong email filtering', 'Regularly review access controls']"
unknown,0.9042692805633136,1,Unknown,[],[],0.9042692805633136,High,4521346.402816568,"['Enable Attack Surface Reduction (ASR) rules', 'Implement Local Administrator Password Solution (LAPS)', 'Ensure immutable and offline backups', 'Deploy Application Allowlisting', 'Isolate affected systems from network']"
unknown,0.0033104508115061,0,Unknown,[],[],0.0033104508115061,Low,16552.2540575305,"['Maintain continuous security monitoring', 'Ensure robust security hygiene', 'Conduct employee security awareness training', 'Implement strong email filtering', 'Regularly review access controls']"
unknown,0.9042692805633136,0,Unknown,[],[],0.9042692805633136,High,4521346.402816568,"['Enable Attack Surface Reduction (ASR) rules', 'Implement Local Administrator Password Solution (LAPS)', 'Ensure immutable and offline backups', 'Deploy Application Allowlisting', 'Isolate affected systems from network']"
unknown,0.9042692805633136,1,Unknown,[],[],0.9042692805633136,High,4521346.402816568,"['Enable Attack Surface Reduction (ASR) rules', 'Implement Local Administrator Password Solution (LAPS)', 'Ensure immutable and offline backups', 'Deploy Application Allowlisting', 'Isolate affected systems from network']"
unknown,0.9042692805633136,1,Unknown,[],[],0.9042692805633136,High,4521346.402816568,"['Enable Attack Surface Reduction (ASR) rules', 'Implement Local Administrator Password Solution (LAPS)', 'Ensure immutable and offline backups', 'Deploy Application Allowlisting', 'Isolate affected systems from network']"
unknown,0.0033104508115169,0,Unknown,[],[],0.0033104508115169,Low,16552.2540575845,"['Maintain continuous security monitoring', 'Ensure robust security hygiene', 'Conduct employee security awareness training', 'Implement strong email filtering', 'Regularly review access controls']"
unknown,0.9042692805633136,0,Unknown,[],[],0.9042692805633136,High,4521346.402816568,"['Enable Attack Surface Reduction (ASR) rules', 'Implement Local Administrator Password Solution (LAPS)', 'Ensure immutable and offline backups', 'Deploy Application Allowlisting', 'Isolate affected systems from network']"
unknown,0.9042692805633136,1,Unknown,[],[],0.9042692805633136,High,4521346.402816568,"['Enable Attack Surface Reduction (ASR) rules', 'Implement Local Administrator Password Solution (LAPS)', 'Ensure immutable and offline backups', 'Deploy Application Allowlisting', 'Isolate affected systems from network']"
unknown,0.0033104477866214,1,Unknown,[],[],0.0033104477866214,Low,16552.238933107,"['Maintain continuous security monitoring', 'Ensure robust security hygiene', 'Conduct employee security awareness training', 'Implement strong email filtering', 'Regularly review access controls']"
unknown,0.9042692805633136,1,Unknown,[],[],0.9042692805633136,High,4521346.402816568,"['Enable Attack Surface Reduction (ASR) rules', 'Implement Local Administrator Password Solution (LAPS)', 'Ensure immutable and offline backups', 'Deploy Application Allowlisting', 'Isolate affected systems from network']"
unknown,0.9042692805633136,0,Unknown,[],[],0.9042692805633136,High,4521346.402816568,"['Enable Attack Surface Reduction (ASR) rules', 'Implement Local Administrator Password Solution (LAPS)', 'Ensure immutable and offline backups', 'Deploy Application Allowlisting', 'Isolate affected systems from network']"
unknown,0.0033104508115333,0,Unknown,[],[],0.0033104508115333,Low,16552.2540576665,"['Maintain continuous security monitoring', 'Ensure robust security hygiene', 'Conduct employee security awareness training', 'Implement strong email filtering', 'Regularly review access controls']"
unknown,0.9042692805633136,0,Unknown,[],[],0.9042692805633136,High,4521346.402816568,"['Enable Attack Surface Reduction (ASR) rules', 'Implement Local Administrator Password Solution (LAPS)', 'Ensure immutable and offline backups', 'Deploy Application Allowlisting', 'Isolate affected systems from network']"
unknown,0.0033104508115333,0,Unknown,[],[],0.0033104508115333,Low,16552.2540576665,"['Maintain continuous security monitoring', 'Ensure robust security hygiene', 'Conduct employee security awareness training', 'Implement strong email filtering', 'Regularly review access controls']"
unknown,0.9042692805633136,0,Unknown,[],[],0.9042692805633136,High,4521346.402816568,"['Enable Attack Surface Reduction (ASR) rules', 'Implement Local Administrator Password Solution (LAPS)', 'Ensure immutable and offline backups', 'Deploy Application Allowlisting', 'Isolate affected systems from network']"
unknown,0.9042692805633136,1,Unknown,[],[],0.9042692805633136,High,4521346.402816568,"['Enable Attack Surface Reduction (ASR) rules', 'Implement Local Administrator Password Solution (LAPS)', 'Ensure immutable and offline backups', 'Deploy Application Allowlisting', 'Isolate affected systems from network']"
unknown,0.9042692805633136,0,Unknown,[],[],0.9042692805633136,High,4521346.402816568,"['Enable Attack Surface Reduction (ASR) rules', 'Implement Local Administrator Password Solution (LAPS)', 'Ensure immutable and offline backups', 'Deploy Application Allowlisting', 'Isolate affected systems from network']"
unknown,0.0033104508115333,0,Unknown,[],[],0.0033104508115333,Low,16552.2540576665,"['Maintain continuous security monitoring', 'Ensure robust security hygiene', 'Conduct employee security awareness training', 'Implement strong email filtering', 'Regularly review access controls']"
unknown,0.0033104508115758,0,Unknown,[],[],0.0033104508115758,Low,16552.254057879,"['Maintain continuous security monitoring', 'Ensure robust security hygiene', 'Conduct employee security awareness training', 'Implement strong email filtering', 'Regularly review access controls']"
unknown,0.9042692805633136,1,Unknown,[],[],0.9042692805633136,High,4521346.402816568,"['Enable Attack Surface Reduction (ASR) rules', 'Implement Local Administrator Password Solution (LAPS)', 'Ensure immutable and offline backups', 'Deploy Application Allowlisting', 'Isolate affected systems from network']"
unknown,0.0033104508114935,1,Unknown,[],[],0.0033104508114935,Low,16552.2540574675,"['Maintain continuous security monitoring', 'Ensure robust security hygiene', 'Conduct employee security awareness training', 'Implement strong email filtering', 'Regularly review access controls']"
unknown,0.9042692805633136,0,Unknown,[],[],0.9042692805633136,High,4521346.402816568,"['Enable Attack Surface Reduction (ASR) rules', 'Implement Local Administrator Password Solution (LAPS)', 'Ensure immutable and offline backups', 'Deploy Application Allowlisting', 'Isolate affected systems from network']"
unknown,0.0033104508115333,1,Unknown,[],[],0.0033104508115333,Low,16552.2540576665,"['Maintain continuous security monitoring', 'Ensure robust security hygiene', 'Conduct employee security awareness training', 'Implement strong email filtering', 'Regularly review access controls']"
unknown,0.0033104508115309,0,Unknown,[],[],0.0033104508115309,Low,16552.2540576545,"['Maintain continuous security monitoring', 'Ensure robust security hygiene', 'Conduct employee security awareness training', 'Implement strong email filtering', 'Regularly review access controls']"
unknown,0.9042692805633136,0,Unknown,[],[],0.9042692805633136,High,4521346.402816568,"['Enable Attack Surface Reduction (ASR) rules', 'Implement Local Administrator Password Solution (LAPS)', 'Ensure immutable and offline backups', 'Deploy Application Allowlisting', 'Isolate affected systems from network']"
unknown,0.0033104508115196,0,Unknown,[],[],0.0033104508115196,Low,16552.254057598002,"['Maintain continuous security monitoring', 'Ensure robust security hygiene', 'Conduct employee security awareness training', 'Implement strong email filtering', 'Regularly review access controls']"
unknown,0.9042692805633136,1,Unknown,[],[],0.9042692805633136,High,4521346.402816568,"['Enable Attack Surface Reduction (ASR) rules', 'Implement Local Administrator Password Solution (LAPS)', 'Ensure immutable and offline backups', 'Deploy Application Allowlisting', 'Isolate affected systems from network']"
unknown,0.0033104508115309,1,Unknown,[],[],0.0033104508115309,Low,16552.2540576545,"['Maintain continuous security monitoring', 'Ensure robust security hygiene', 'Conduct employee security awareness training', 'Implement strong email filtering', 'Regularly review access controls']"
unknown,0.0033104508114785,0,Unknown,[],[],0.0033104508114785,Low,16552.2540573925,"['Maintain continuous security monitoring', 'Ensure robust security hygiene', 'Conduct employee security awareness training', 'Implement strong email filtering', 'Regularly review access controls']"
unknown,0.0033104508115333,0,Unknown,[],[],0.0033104508115333,Low,16552.2540576665,"['Maintain continuous security monitoring', 'Ensure robust security hygiene', 'Conduct employee security awareness training', 'Implement strong email filtering', 'Regularly review access controls']"
unknown,0.0033104508115333,0,Unknown,[],[],0.0033104508115333,Low,16552.2540576665,"['Maintain continuous security monitoring', 'Ensure robust security hygiene', 'Conduct employee security awareness training', 'Implement strong email filtering', 'Regularly review access controls']"
unknown,0.0033104499674126,0,Unknown,[],[],0.0033104499674126,Low,16552.249837063002,"['Maintain continuous security monitoring', 'Ensure robust security hygiene', 'Conduct employee security awareness training', 'Implement strong email filtering', 'Regularly review access controls']"
unknown,0.9042692805633136,0,Unknown,[],[],0.9042692805633136,High,4521346.402816568,"['Enable Attack Surface Reduction (ASR) rules', 'Implement Local Administrator Password Solution (LAPS)', 'Ensure immutable and offline backups', 'Deploy Application Allowlisting', 'Isolate affected systems from network']"
unknown,0.0033104499674126,1,Unknown,[],[],0.0033104499674126,Low,16552.249837063002,"['Maintain continuous security monitoring', 'Ensure robust security hygiene', 'Conduct employee security awareness training', 'Implement strong email filtering', 'Regularly review access controls']"
unknown,0.9042692805633136,1,Unknown,[],[],0.9042692805633136,High,4521346.402816568,"['Enable Attack Surface Reduction (ASR) rules', 'Implement Local Administrator Password Solution (LAPS)', 'Ensure immutable and offline backups', 'Deploy Application Allowlisting', 'Isolate affected systems from network']"
unknown,0.0033104508115038,1,Unknown,[],[],0.0033104508115038,Low,16552.254057519,"['Maintain continuous security monitoring', 'Ensure robust security hygiene', 'Conduct employee security awareness training', 'Implement strong email filtering', 'Regularly review access controls']"
unknown,0.9042692805633136,1,Unknown,[],[],0.9042692805633136,High,4521346.402816568,"['Enable Attack Surface Reduction (ASR) rules', 'Implement Local Administrator Password Solution (LAPS)', 'Ensure immutable and offline backups', 'Deploy Application Allowlisting', 'Isolate affected systems from network']"
unknown,0.0033104508115333,1,Unknown,[],[],0.0033104508115333,Low,16552.2540576665,"['Maintain continuous security monitoring', 'Ensure robust security hygiene', 'Conduct employee security awareness training', 'Implement strong email filtering', 'Regularly review access controls']"
unknown,0.0033104508115309,1,Unknown,[],[],0.0033104508115309,Low,16552.2540576545,"['Maintain continuous security monitoring', 'Ensure robust security hygiene', 'Conduct employee security awareness training', 'Implement strong email filtering', 'Regularly review access controls']"
unknown,0.9042692805633136,1,Unknown,[],[],0.9042692805633136,High,4521346.402816568,"['Enable Attack Surface Reduction (ASR) rules', 'Implement Local Administrator Password Solution (LAPS)', 'Ensure immutable and offline backups', 'Deploy Application Allowlisting', 'Isolate affected systems from network']"
unknown,0.9042692805633136,1,Unknown,[],[],0.9042692805633136,High,4521346.402816568,"['Enable Attack Surface Reduction (ASR) rules', 'Implement Local Administrator Password Solution (LAPS)', 'Ensure immutable and offline backups', 'Deploy Application Allowlisting', 'Isolate affected systems from network']"
unknown,0.0033104508114787,0,Unknown,[],[],0.0033104508114787,Low,16552.2540573935,"['Maintain continuous security monitoring', 'Ensure robust security hygiene', 'Conduct employee security awareness training', 'Implement strong email filtering', 'Regularly review access controls']"
unknown,0.9042692805633136,1,Unknown,[],[],0.9042692805633136,High,4521346.402816568,"['Enable Attack Surface Reduction (ASR) rules', 'Implement Local Administrator Password Solution (LAPS)', 'Ensure immutable and offline backups', 'Deploy Application Allowlisting', 'Isolate affected systems from network']"
unknown,0.9042692805633136,1,Unknown,[],[],0.9042692805633136,High,4521346.402816568,"['Enable Attack Surface Reduction (ASR) rules', 'Implement Local Administrator Password Solution (LAPS)', 'Ensure immutable and offline backups', 'Deploy Application Allowlisting', 'Isolate affected systems from network']"
unknown,0.9042692805633136,1,Unknown,[],[],0.9042692805633136,High,4521346.402816568,"['Enable Attack Surface Reduction (ASR) rules', 'Implement Local Administrator Password Solution (LAPS)', 'Ensure immutable and offline backups', 'Deploy Application Allowlisting', 'Isolate affected systems from network']"
unknown,0.9042692805633136,0,Unknown,[],[],0.9042692805633136,High,4521346.402816568,"['Enable Attack Surface Reduction (ASR) rules', 'Implement Local Administrator Password Solution (LAPS)', 'Ensure immutable and offline backups', 'Deploy Application Allowlisting', 'Isolate affected systems from network']"
unknown,0.0033104508115333,0,Unknown,[],[],0.0033104508115333,Low,16552.2540576665,"['Maintain continuous security monitoring', 'Ensure robust security hygiene', 'Conduct employee security awareness training', 'Implement strong email filtering', 'Regularly review access controls']"
unknown,0.9042692805633136,1,Unknown,[],[],0.9042692805633136,High,4521346.402816568,"['Enable Attack Surface Reduction (ASR) rules', 'Implement Local Administrator Password Solution (LAPS)', 'Ensure immutable and offline backups', 'Deploy Application Allowlisting', 'Isolate affected systems from network']"
unknown,0.0033104508115333,0,Unknown,[],[],0.0033104508115333,Low,16552.2540576665,"['Maintain continuous security monitoring', 'Ensure robust security hygiene', 'Conduct employee security awareness training', 'Implement strong email filtering', 'Regularly review access controls']"
unknown,0.0033104490932545,1,Unknown,[],[],0.0033104490932545,Low,16552.2454662725,"['Maintain continuous security monitoring', 'Ensure robust security hygiene', 'Conduct employee security awareness training', 'Implement strong email filtering', 'Regularly review access controls']"
unknown,0.9042692805633136,1,Unknown,[],[],0.9042692805633136,High,4521346.402816568,"['Enable Attack Surface Reduction (ASR) rules', 'Implement Local Administrator Password Solution (LAPS)', 'Ensure immutable and offline backups', 'Deploy Application Allowlisting', 'Isolate affected systems from network']"
unknown,0.0033104508115333,0,Unknown,[],[],0.0033104508115333,Low,16552.2540576665,"['Maintain continuous security monitoring', 'Ensure robust security hygiene', 'Conduct employee security awareness training', 'Implement strong email filtering', 'Regularly review access controls']"
unknown,0.9042692805633136,0,Unknown,[],[],0.9042692805633136,High,4521346.402816568,"['Enable Attack Surface Reduction (ASR) rules', 'Implement Local Administrator Password Solution (LAPS)', 'Ensure immutable and offline backups', 'Deploy Application Allowlisting', 'Isolate affected systems from network']"
unknown,0.9042692805633136,1,Unknown,[],[],0.9042692805633136,High,4521346.402816568,"['Enable Attack Surface Reduction (ASR) rules', 'Implement Local Administrator Password Solution (LAPS)', 'Ensure immutable and offline backups', 'Deploy Application Allowlisting', 'Isolate affected systems from network']"
unknown,0.0033104508115225,1,Unknown,[],[],0.0033104508115225,Low,16552.2540576125,"['Maintain continuous security monitoring', 'Ensure robust security hygiene', 'Conduct employee security awareness training', 'Implement strong email filtering', 'Regularly review access controls']"
unknown,0.0033104508114785,0,Unknown,[],[],0.0033104508114785,Low,16552.2540573925,"['Maintain continuous security monitoring', 'Ensure robust security hygiene', 'Conduct employee security awareness training', 'Implement strong email filtering', 'Regularly review access controls']"
unknown,0.0033104508115309,1,Unknown,[],[],0.0033104508115309,Low,16552.2540576545,"['Maintain continuous security monitoring', 'Ensure robust security hygiene', 'Conduct employee security awareness training', 'Implement strong email filtering', 'Regularly review access controls']"
unknown,0.9042692805633136,1,Unknown,[],[],0.9042692805633136,High,4521346.402816568,"['Enable Attack Surface Reduction (ASR) rules', 'Implement Local Administrator Password Solution (LAPS)', 'Ensure immutable and offline backups', 'Deploy Application Allowlisting', 'Isolate affected systems from network']"
unknown,0.0033104508115185,1,Unknown,[],[],0.0033104508115185,Low,16552.2540575925,"['Maintain continuous security monitoring', 'Ensure robust security hygiene', 'Conduct employee security awareness training', 'Implement strong email filtering', 'Regularly review access controls']"
unknown,0.0033104508115333,0,Unknown,[],[],0.0033104508115333,Low,16552.2540576665,"['Maintain continuous security monitoring', 'Ensure robust security hygiene', 'Conduct employee security awareness training', 'Implement strong email filtering', 'Regularly review access controls']"
unknown,0.9042692805633136,1,Unknown,[],[],0.9042692805633136,High,4521346.402816568,"['Enable Attack Surface Reduction (ASR) rules', 'Implement Local Administrator Password Solution (LAPS)', 'Ensure immutable and offline backups', 'Deploy Application Allowlisting', 'Isolate affected systems from network']"
unknown,0.0033104508115293,0,Unknown,[],[],0.0033104508115293,Low,16552.2540576465,"['Maintain continuous security monitoring', 'Ensure robust security hygiene', 'Conduct employee security awareness training', 'Implement strong email filtering', 'Regularly review access controls']"
unknown,0.9042692805633136,0,Unknown,[],[],0.9042692805633136,High,4521346.402816568,"['Enable Attack Surface Reduction (ASR) rules', 'Implement Local Administrator Password Solution (LAPS)', 'Ensure immutable and offline backups', 'Deploy Application Allowlisting', 'Isolate affected systems from network']"
unknown,0.9042692805633136,0,Unknown,[],[],0.9042692805633136,High,4521346.402816568,"['Enable Attack Surface Reduction (ASR) rules', 'Implement Local Administrator Password Solution (LAPS)', 'Ensure immutable and offline backups', 'Deploy Application Allowlisting', 'Isolate affected systems from network']"
unknown,0.0033104508115099,1,Unknown,[],[],0.0033104508115099,Low,16552.2540575495,"['Maintain continuous security monitoring', 'Ensure robust security hygiene', 'Conduct employee security awareness training', 'Implement strong email filtering', 'Regularly review access controls']"
unknown,0.0033104508115333,0,Unknown,[],[],0.0033104508115333,Low,16552.2540576665,"['Maintain continuous security monitoring', 'Ensure robust security hygiene', 'Conduct employee security awareness training', 'Implement strong email filtering', 'Regularly review access controls']"
unknown,0.9042692805633136,0,Unknown,[],[],0.9042692805633136,High,4521346.402816568,"['Enable Attack Surface Reduction (ASR) rules', 'Implement Local Administrator Password Solution (LAPS)', 'Ensure immutable and offline backups', 'Deploy Application Allowlisting', 'Isolate affected systems from network']"
unknown,0.9042692805633136,0,Unknown,[],[],0.9042692805633136,High,4521346.402816568,"['Enable Attack Surface Reduction (ASR) rules', 'Implement Local Administrator Password Solution (LAPS)', 'Ensure immutable and offline backups', 'Deploy Application Allowlisting', 'Isolate affected systems from network']"
unknown,0.9042692805633136,0,Unknown,[],[],0.9042692805633136,High,4521346.402816568,"['Enable Attack Surface Reduction (ASR) rules', 'Implement Local Administrator Password Solution (LAPS)', 'Ensure immutable and offline backups', 'Deploy Application Allowlisting', 'Isolate affected systems from network']"
unknown,0.0033104508115333,1,Unknown,[],[],0.0033104508115333,Low,16552.2540576665,"['Maintain continuous security monitoring', 'Ensure robust security hygiene', 'Conduct employee security awareness training', 'Implement strong email filtering', 'Regularly review access controls']"
unknown,0.9042692805633136,0,Unknown,[],[],0.9042692805633136,High,4521346.402816568,"['Enable Attack Surface Reduction (ASR) rules', 'Implement Local Administrator Password Solution (LAPS)', 'Ensure immutable and offline backups', 'Deploy Application Allowlisting', 'Isolate affected systems from network']"
unknown,0.9042692805633136,0,Unknown,[],[],0.9042692805633136,High,4521346.402816568,"['Enable Attack Surface Reduction (ASR) rules', 'Implement Local Administrator Password Solution (LAPS)', 'Ensure immutable and offline backups', 'Deploy Application Allowlisting', 'Isolate affected systems from network']"
unknown,0.0033104508115333,1,Unknown,[],[],0.0033104508115333,Low,16552.2540576665,"['Maintain continuous security monitoring', 'Ensure robust security hygiene', 'Conduct employee security awareness training', 'Implement strong email filtering', 'Regularly review access controls']"
unknown,0.0033104508115333,1,Unknown,[],[],0.0033104508115333,Low,16552.2540576665,"['Maintain continuous security monitoring', 'Ensure robust security hygiene', 'Conduct employee security awareness training', 'Implement strong email filtering', 'Regularly review access controls']"
unknown,0.9042692805633136,1,Unknown,[],[],0.9042692805633136,High,4521346.402816568,"['Enable Attack Surface Reduction (ASR) rules', 'Implement Local Administrator Password Solution (LAPS)', 'Ensure immutable and offline backups', 'Deploy Application Allowlisting', 'Isolate affected systems from network']"
unknown,0.0033104508115333,1,Unknown,[],[],0.0033104508115333,Low,16552.2540576665,"['Maintain continuous security monitoring', 'Ensure robust security hygiene', 'Conduct employee security awareness training', 'Implement strong email filtering', 'Regularly review access controls']"
unknown,0.0033104508115061,0,Unknown,[],[],0.0033104508115061,Low,16552.2540575305,"['Maintain continuous security monitoring', 'Ensure robust security hygiene', 'Conduct employee security awareness training', 'Implement strong email filtering', 'Regularly review access controls']"
unknown,0.0033104508115333,0,Unknown,[],[],0.0033104508115333,Low,16552.2540576665,"['Maintain continuous security monitoring', 'Ensure robust security hygiene', 'Conduct employee security awareness training', 'Implement strong email filtering', 'Regularly review access controls']"
unknown,0.0033104508115225,1,Unknown,[],[],0.0033104508115225,Low,16552.2540576125,"['Maintain continuous security monitoring', 'Ensure robust security hygiene', 'Conduct employee security awareness training', 'Implement strong email filtering', 'Regularly review access controls']"
unknown,0.9042692805633136,0,Unknown,[],[],0.9042692805633136,High,4521346.402816568,"['Enable Attack Surface Reduction (ASR) rules', 'Implement Local Administrator Password Solution (LAPS)', 'Ensure immutable and offline backups', 'Deploy Application Allowlisting', 'Isolate affected systems from network']"
unknown,0.0033104508115021,0,Unknown,[],[],0.0033104508115021,Low,16552.254057510498,"['Maintain continuous security monitoring', 'Ensure robust security hygiene', 'Conduct employee security awareness training', 'Implement strong email filtering', 'Regularly review access controls']"
unknown,0.9042692805633136,0,Unknown,[],[],0.9042692805633136,High,4521346.402816568,"['Enable Attack Surface Reduction (ASR) rules', 'Implement Local Administrator Password Solution (LAPS)', 'Ensure immutable and offline backups', 'Deploy Application Allowlisting', 'Isolate affected systems from network']"
unknown,0.0033104508115309,0,Unknown,[],[],0.0033104508115309,Low,16552.2540576545,"['Maintain continuous security monitoring', 'Ensure robust security hygiene', 'Conduct employee security awareness training', 'Implement strong email filtering', 'Regularly review access controls']"
unknown,0.0033104508115309,0,Unknown,[],[],0.0033104508115309,Low,16552.2540576545,"['Maintain continuous security monitoring', 'Ensure robust security hygiene', 'Conduct employee security awareness training', 'Implement strong email filtering', 'Regularly review access controls']"
unknown,0.0033104508115309,1,Unknown,[],[],0.0033104508115309,Low,16552.2540576545,"['Maintain continuous security monitoring', 'Ensure robust security hygiene', 'Conduct employee security awareness training', 'Implement strong email filtering', 'Regularly review access controls']"
unknown,0.9042692805633136,0,Unknown,[],[],0.9042692805633136,High,4521346.402816568,"['Enable Attack Surface Reduction (ASR) rules', 'Implement Local Administrator Password Solution (LAPS)', 'Ensure immutable and offline backups', 'Deploy Application Allowlisting', 'Isolate affected systems from network']"
unknown,0.9042692805633136,0,Unknown,[],[],0.9042692805633136,High,4521346.402816568,"['Enable Attack Surface Reduction (ASR) rules', 'Implement Local Administrator Password Solution (LAPS)', 'Ensure immutable and offline backups', 'Deploy Application Allowlisting', 'Isolate affected systems from network']"
unknown,0.0033104508115333,0,Unknown,[],[],0.0033104508115333,Low,16552.2540576665,"['Maintain continuous security monitoring', 'Ensure robust security hygiene', 'Conduct employee security awareness training', 'Implement strong email filtering', 'Regularly review access controls']"
unknown,0.0033104508115333,1,Unknown,[],[],0.0033104508115333,Low,16552.2540576665,"['Maintain continuous security monitoring', 'Ensure robust security hygiene', 'Conduct employee security awareness training', 'Implement strong email filtering', 'Regularly review access controls']"
unknown,0.9042692805633136,0,Unknown,[],[],0.9042692805633136,High,4521346.402816568,"['Enable Attack Surface Reduction (ASR) rules', 'Implement Local Administrator Password Solution (LAPS)', 'Ensure immutable and offline backups', 'Deploy Application Allowlisting', 'Isolate affected systems from network']"
unknown,0.0033104508115333,0,Unknown,[],[],0.0033104508115333,Low,16552.2540576665,"['Maintain continuous security monitoring', 'Ensure robust security hygiene', 'Conduct employee security awareness training', 'Implement strong email filtering', 'Regularly review access controls']"
unknown,0.9042692805633136,0,Unknown,[],[],0.9042692805633136,High,4521346.402816568,"['Enable Attack Surface Reduction (ASR) rules', 'Implement Local Administrator Password Solution (LAPS)', 'Ensure immutable and offline backups', 'Deploy Application Allowlisting', 'Isolate affected systems from network']"
unknown,0.9042692805633136,1,Unknown,[],[],0.9042692805633136,High,4521346.402816568,"['Enable Attack Surface Reduction (ASR) rules', 'Implement Local Administrator Password Solution (LAPS)', 'Ensure immutable and offline backups', 'Deploy Application Allowlisting', 'Isolate affected systems from network']"
unknown,0.9042692805633136,0,Unknown,[],[],0.9042692805633136,High,4521346.402816568,"['Enable Attack Surface Reduction (ASR) rules', 'Implement Local Administrator Password Solution (LAPS)', 'Ensure immutable and offline backups', 'Deploy Application Allowlisting', 'Isolate affected systems from network']"
unknown,0.0033104508115333,1,Unknown,[],[],0.0033104508115333,Low,16552.2540576665,"['Maintain continuous security monitoring', 'Ensure robust security hygiene', 'Conduct employee security awareness training', 'Implement strong email filtering', 'Regularly review access controls']"
unknown,0.9042692805633136,0,Unknown,[],[],0.9042692805633136,High,4521346.402816568,"['Enable Attack Surface Reduction (ASR) rules', 'Implement Local Administrator Password Solution (LAPS)', 'Ensure immutable and offline backups', 'Deploy Application Allowlisting', 'Isolate affected systems from network']"
